Id,Name,Address,City,State,ZIP,Phone,Type
236546473057,BEACON HOSPICE  AN AMEDISYS COMPANY,36 WILLIAM STREET,LEOMINSTER,MA,014533276,9784667890,00-08
988302756118,SAVARD & MOSKOS EYE HEALTH CARE  LLC,511 W GROVE ST,MIDDLEBORO,MA,023461479,5089477321,12-70
938788164953,BRIGHAM & WOMENS HOSPITAL INC,75 FRANCIS ST,WEST BRIDGEWATER,MA,023791542,6177325500,00-09
958788301714,SACHEM CENTER FOR HEALTH & REHABILITATION,66 CENTRAL STREET,EAST BRIDGEWATER,MA,023331913,5083787227,00-18
267262728590,HUGHES HEALTH AND WELLNESS,36 CORTADGE PARK,PLYMOUTH,MA,023607320,5082807214,12-70
252506659199,BAYADA HOME HEALTH CARE INC,20 N PARK AVE STE 2200A,PLYMOUTH,MA,023604090,5088300999,12-70
775059801970,QUINCY PRIMARY HEALTHCARE PC,300 CONGRESS ST STE 203,QUINCY,MA,021690907,6174811771,12-70
109632941724,JOHN ADAMS HEALTHCARE CENTER,211 FRANKLIN STREET,QUINCY,MA,021697833,6174790837,00-18
246585910931,ENHANCED MEDICAL CARE  LLC,361 WOODWARD ST,WABAN,MA,024682027,6177774080,12-70
311693315812,LASELL HOUSE,120 SEMINARY AVENUE,AUBURNDALE,MA,024662650,6176637000,00-18
473076454718,MOUNTAIN VIEW FAMILY PRACTICE PC,570 BALDWINVILLE RD,BALDWINVILLE,MA,014361351,9789392133,12-70
130646360329,HENRY HEYWOOD MEMORIAL HOSPITAL,242 GREEN ST,WINCHENDON,MA,014751820,9786323420,00-09
705835300548,ALLIANCE HEALTH AT BALDWINVILLE,51 HOSPITAL ROAD,BALDWINVILLE,MA,014361215,9789392196,00-18
241164689144,COMMUNITY HEALTH CONNECTIONS,326 NICHOLS RD,FITCHBURG,MA,014201914,9788788100,00-04
734235257326,HIGHLANDS  THE,335 NICHOLS ROAD,FITCHBURG,MA,014201932,9783434411,00-18
740772147823,CAPE REGENCY REHABILITATION & HEALTH CARE CENTER,120 S MAIN STREET,CENTERVILLE,MA,026323246,5087781835,00-18
207427377966,INTEGRATIVE MEDICINE AND HOLISTIC WELLNESS CENTERS LLC,677 W MAIN ST,HYANNIS,MA,026013493,5087900606,12-70
702720521927,VISITING NURSE ASSOCIATION OF CAPE COD  INC.,434 ROUTE 134,HYANNIS,MA,026011854,5089577710,00-08
693550905751,WAYSIDE YOUTH & FAMILY SUPPORT NETWORK,80 LINCOLN STREET,WALTHAM,MA,024535465,5086200010,12-70
246142151785,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,WALTHAM,MA,02452,6174923500,00-09
918268957951,MEADOW GREEN NURSING HOME INC,45 WOBURN ST,WALTHAM,MA,024527919,7818998600,00-18
205169580082,BROOKHAVEN AT LEXINGTON,1010 WALTHAM STREET,LEXINGTON,MA,024218052,7818639660,00-18
653204909556,RENAISSANCE PRIMARY CARE LLC,11-15 SANDERSDALE ROAD,WORCESTER,MA,016032467,7744202311,12-70
509324729358,DRACUT FAMILY HEALTHCARE,155 BROADWAY RD,DRACUT,MA,018262754,9784580475,12-70
979147981148,LOWELL COMMUNITY HEALTH CENTER,161 JACKSON ST,LOWELL,MA,018522103,9783228590,00-04
410170120190,GREATER LAWRENCE FAMILY HEALTH CENTER INC,700 ESSEX STREET,LAWRENCE,MA,018414396,9786892400,00-04
321769516641,HOLY FAMILY HOSPITAL,70 EAST ST,METHUEN,MA,018445883,9786870151,00-09
697981935384,HARBOR HEALTH SERVICES INC,735 ATTUCKS LN,HYANNIS,MA,026011867,5087780300,00-04
563058211171,BAYADA HOME HEALTH CARE   INC,750  ATTUCKS LANE,HYANNIS,MA,026011950,5087788800,00-06
305863449444,ESSEX PAVILION  LLC,876 FALMOUTH RD,HYANNIS,MA,026012322,5087756663,00-18
292440461204,CAPE COD FREE CLINIC AND COMMUNITY HLTH CTR,107 COMMERCIAL ST,MASHPEE,MA,026496507,5084777090,00-04
191351235441,PERSONAL PHYSICIANS HEALTHCARE PC,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,6177310058,12-70
739367811542,BRIGHTON HOUSE REHABILITATION & NURSING CENTER,170 COREY ROAD,BRIGHTON,MA,021358244,6177310515,00-18
776044631869,188 FLORENCE STREET OPERATOR LLC,188 FLORENCE ST,CHESTNUT HILL,MA,024672641,6173324730,00-18
224596514236,UNITED MEDICAL CARE LLC,28 RIVERSIDE DR STE 101,PEMBROKE,MA,023594947,5089715500,12-70
480620510077,CARDIGAN NURSING & REHABILITATION CENTER,59 COUNTRY WAY,SCITUATE,MA,020663746,7815459477,00-18
447762691193,FALMOUTH HOSPITAL ASSOCIATION INC,100 TER HEUN DR,SANDWICH,MA,025632377,5084573528,00-09
398221894854,LEAP INTO WELLNESS LLC,480 ROUTE 6A,EAST SANDWICH,MA,025371438,5082748222,12-70
223661856355,STANLEY STREET TREATMENT AND RESOURCES  INC,1010 SOUTH MAIN STREET,FALL RIVER,MA,027242855,5086751054,00-04
429611160849,STEWARD ST. ANNES HOSPITAL CORPORATION,795 MIDDLE ST,FALL RIVER,MA,027211733,5086745600,12-Z1
134150484923,CLIFTON REHABILITATION NURSING CENTER,500 WILBUR AVENUE,SOMERSET,MA,027252051,5086757589,00-18
231944373765,CLIFTON HOSPICE SERVICES  LLC,391 HANOVER ST,FALL RIVER,MA,027205432,5086757583,00-08
569612109698,CHELMSFORD PRIMARY CARE LLC,2 MEETING HOUSE RD,CHELMSFORD,MA,018242700,9782565522,12-70
310202305463,STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE,277 ELLIOT ST,NEWTON UPPER FALLS,MA,024641201,6175270023,00-18
971982831102,COURTYARD NURSING CARE CENTER,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,7813915400,00-18
819501874332,PRIMARY & PREVENTIVE CARE  INC.,20 EAST ST,HANOVER,MA,023391638,7818263146,12-70
268723770996,WESTON PRIMARY CARE  PC,56 COLPITTS RD,WESTON,MA,024931568,7818910906,12-70
456687295369,RIVER'S EDGE PRIMARY CARE LLC,821 E MAIN ST STE 3,CHICOPEE,MA,010206306,4136956774,12-70
792706338738,ENCOMPASS HEALTH REHAB HOSPITAL OF WESTERN MASS,222 STATE STREET,LUDLOW,MA,010563437,4135897581,00-09
437751735116,SOUTHCOAST HOSPITALS GROUP INC,363 HIGHLAND AVE,FALL RIVER,MA,027205246,5086793131,00-09
602820120670,VMD PRIMARY PROVIDERS MASSACHUSETTS PLLC,125 S CLARK ST STE 900,FALL RIVER,MA,02722,3124657900,12-70
614511471248,SOUTHCOAST HOSPITALS GROUP INC,363 HIGHLAND AVE,FALL RIVER,MA,027203703,5086793131,00-09
370773531929,FALL RIVER JEWISH HOME  INC,538 ROBESON STREET,FALL RIVER,MA,027205496,5086796172,00-18
510373960335,COMPASSIONATE HEALTH CARE GROUP LLC,361 MAIN ST,WAREHAM,MA,025712153,7746787319,12-70
647368651157,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,5086793131,00-09
615614442995,BEACON HOSPICE LLC,529 MAIN ST STE 126,PLYMOUTH,MA,023604842,6176172424,00-08
947782758686,TREMONT HEALTH CARE CENTER,605 MAIN STREET,WAREHAM,MA,025711031,5082951040,00-18
205541400676,KINDRED  HOSPICE,275 MARTINE STREET  SUITE 202,FALL RIVER,MA,027231518,5086720580,00-08
446616774798,D'YOUVILLE SENIOR CARE,981 VARNUM AVENUE,LOWELL,MA,018541913,9784545681,00-18
642419533846,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,55 FRUIT ST,BOSTON,MA,021142696,6177262707,00-04
630271563741,CAMBRIDGE REHABILITATION & NURSING CENTER,8 DANA STREET,CAMBRIDGE,MA,021385402,6178644267,00-18
800034992119,GREATER LOWELL FAMILY PRACTICE PC,600 CLARK RD,TEWKSBURY,MA,018761699,9784538446,12-70
987559110834,HORIZONS HEALTH & WELLNESS LLC,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,7815859522,12-70
746168489933,BRIDGEWATER NURSING HOME,16 PLEASANT STREET,BRIDGEWATER,MA,023242420,5086974616,00-18
970206463976,WELLNESS ON WHEELS PC,55 N WASHINGTON ST,NORTH ATTLEBORO,MA,027601607,5083164141,12-70
358660184395,ARBOUR-FULLER HOSPITAL,200 MAY ST,SOUTH ATTLEBORO,MA,027035520,5087618500,00-09
442989768027,COMMUNITY VISITING NURSE AGENCY  INC.,10 EMORY ST,ATTLEBORO,MA,027033002,5082220118,00-08
400913856992,T MASSACHUSETTS  LLC,100 CENTURY DR,WORCESTER,MA,016061244,7743667000,00-09
900474855418,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,PEABODY,MA,019602901,7817445100,00-09
583441421823,DANVERS FAMILY DOCTORS PC,140 COMMONWEALTH AVE STE 202,DANVERS,MA,019233625,9787626262,12-70
260022272550,MIDDLETON FAMILY MEDICINE URGENT CARE  LLC,147 S MAIN ST,MIDDLETON,MA,019492446,9787742555,12-70
159695574978,BROOKSBY VILLAGE  INC,300 BROOKSBY VILLAGE DRIVE,PEABODY,MA,019601445,9785367868,00-06
546553369420,DIGNITY HOSPICE CARE INC,20 CENTRAL AVE # 506,LYNN,MA,019011201,8572054114,00-08
694504105844,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,4137876700,00-09
116020210121,DOCTORS JAMES AND KELLY HOYE PARTNERS IN FAMILY CARE,600 OLD SOMERSET AVE,NORTH DIGHTON,MA,027641824,5088247557,12-70
439215457973,THE COMMONWEALTH OF MASSACHUSETTS,60 HODGES AVE,TAUNTON,MA,027803034,5089773110,00-09
377399687876,MANET COMMUNITY HEALTH CENTER  INC AT HOUGHS NECK,1193 SEA STREET,TAUNTON,MA,027803960,6174718683,00-04
824372580072,PAIN AND WELLNESS CENTER,10 CENTENNIAL DR,PEABODY,MA,019607938,9788267230,12-70
861129836212,JEFFREY & SUSAN BRUDNICK CENTER FOR LIVING,240 LYNNFIELD STREET,PEABODY,MA,019605055,7815985310,00-18
712464526113,ACCLAIM HOME HEALTH CARE  INC,120 STAFFORD STREET SUITE 206,WORCESTER,MA,016031461,5084596937,00-06
563670352500,NASHOBA VALLEY MEDICAL CENTER  A STEWARD FAMILY HOSPITAL INC,200 GROTON RD,AYER,MA,014321168,9787849000,00-09
550996874745,CIRCLE HEALTH URGENT CARE LLC,198 LITTLETON RD,WESTFORD,MA,018863429,9783230302,12-70
490648325488,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,GROTON,MA,014502056,9787849000,00-09
741054160350,FENWAY COMMUNITY HEALTH CENTER  INC,1340 BOYLSTON ST,BOSTON,MA,022154302,6179274880,00-04
273664852437,COLEMAN HOUSE,112 WEST MAIN STREET,NORTHBOROUGH,MA,015321824,5083519355,00-18
178212659803,AMERICAN CHINESE MEDICAL CENTER PC,280 WASHINGTON ST STE 204,BROOKLINE,MA,024451922,6177837333,12-70
342808773164,BENJAMIN HEALTHCARE CENTER,120 FISHER AVENUE,BOSTON,MA,021203320,6177381500,00-18
922128284635,FENWAY COMMUNITY HEALTH CENTER  INC,75 KNEELAND ST,BOSTON,MA,021111901,6174578140,00-04
124774198539,WESTFORD INTERNAL MEDICINE PC,133 LITTLETON RD,WESTFORD,MA,01886,9785771946,12-70
957571252313,STEWARD ST ELIZABETHS MEDICAL CENTER OF BOSTON INC,736 CAMBRIDGE ST,BRIGHTON,MA,021353601,6177893000,12-70
397909778934,INTERNATIONAL HEALTH SOLUTIONS,319A ALLSTON STREET,BRIGHTON,MA,021357652,9786891907,00-06
487693734478,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH ST,PITTSFIELD,MA,012015493,4134472000,00-09
389900724486,SOUTH SHORE INTERNAL MEDICINE ASSOCIATES INC.,100 HIGHLAND ST,MILTON,MA,021863881,6176988855,12-70
240689312922,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,199 REEDSDALE RD,MILTON,MA,021863926,6173131214,00-09
415134378785,MATTAPAN COMMUNITY HEALTH CENTER,1425 BLUE HILL AVENUE,MATTAPAN,MA,021262122,6172960061,00-04
411945375621,CARING HOSPICE SERVICES OF MASSACHUSETTS  LLC,34 CEDAR ST STE 4,WEST ROXBURY,MA,021324338,7329016600,00-08
791578431017,PALMER FAMILY SERVICES LLC,114 WATER ST,MILFORD,MA,017573007,5084782008,12-70
673616942945,DILIGENCEHEALTHCARE,30-40 WESTPARK STREET,BROCKTON,MA,023015241,8574539843,12-70
924333362788,HENRY HEYWOOD MEMORIAL HOSPITAL,242 GREEN ST,GARDNER,MA,014401336,9786323420,00-09
975974331302,HOSPICE SERVICES OF MASSACHUSETTS,10 RIVERSIDE DRIVE  STE 201,LAKEVILLE,MA,023471689,5082910049,00-08
896204474753,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,49 HILLSIDE STREET,FALL RIVER,MA,027205211,5082357600,00-09
287738961497,BEAR MT FALL RIVER LLC,273 OAK GROVE AVE,FALL RIVER,MA,027232315,5086794866,00-18
900934820255,BOSTON UNIVERSITY MEDICAL CENTER RADIOLOGISTS  INC.,840 HARRISON AVE,ROXBURY,MA,021203432,6176386610,12-70
353070836520,DIMOCK COMMUNITY HEALTH CENTER  INC,45 DIMOCK ST,ROXBURY,MA,021191029,6174428800,00-04
247344965069,LIBERTY COMMONS,390 ORLEANS ROAD,NORTH CHATHAM,MA,026501154,5089454611,00-18
353593445316,DUTTON FAMILY CARE ASSOCIATES LLP,33 AVON ST,WAKEFIELD,MA,018802310,7812450402,12-70
498856250800,METRO WEST REHAB CORP,150 FLANDERS RD,WESTBOROUGH,MA,015811017,5088712000,00-09
695877551426,STARTING LINE WELLNESS LLC,50 W MAIN ST,HOPKINTON,MA,017481672,5084351250,12-70
528936922312,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL  INC.,1153 CENTRE ST,JAMAICA PLAIN,MA,021303446,6179837470,00-09
319697768395,RECUPERATIVE SERVICES UNIT-HEBREW REHAB CENTER,1200 CENTRE STREET,ROSLINDALE,MA,021311011,6173258000,00-18
452741212587,SOUTHPOINTE REHAB CENTER LLC,100 AMITY ST,FALL RIVER,MA,027212202,5082353600,00-18
679395665954,COMMUNITY HEALTH CONNECTIONS  INC,140 ARNHOW FARM ROAD,FITCHBURG,MA,014201369,9788788100,00-04
820505491472,COMFORT HOME CARE  LLC,147 PELHAM STREET,WORCESTER,MA,016072105,9786854700,00-06
503823677370,STEWARD ST. ANNES HOSPITAL CORPORATION,795 MIDDLE ST,STOUGHTON,MA,020721829,5086745600,00-09
191742591159,SOUTHEAST HEALTH CARE CENTER,184 LINCOLN STREET,NORTH EASTON,MA,023561799,5082387053,00-18
338983465487,EAST FALMOUTH FAMILY PRACTICE PC,331 E FALMOUTH HWY,E FALMOUTH,MA,025366039,5084950704,12-70
364951778022,MARTHA'S VINEYARD HOSPITAL INC,1 HOSPITAL RD,OAK BLUFFS,MA,025571406,5086930410,00-85
380795600576,ROYAL NURSING CENTER  LLC,359 JONES RD,FALMOUTH,MA,025403341,7743450220,00-18
381191202206,HEALTH ALLIANCE HOME HEALTH AND HOSPICE,60 HOSPITAL ROAD,LEOMINSTER,MA,014533791,9783426013,00-08
218363217778,COMMUNITY HEALTH CONNECTIONS,326 NICHOLS ROAD,FITCHBURG,MA,014205478,9788788100,00-04
944896450430,FAMILY MEDICAL ASSOCIATES  P.C.,709 WASHINGTON STREET,CANTON,MA,02021,7818285351,12-70
655038529730,HELLENIC WOMEN'S BENEVOLENT ASSOCIATION  INC.,601 SHERMAN ST,CANTON,MA,020212025,7818287450,00-18
