,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
1546,59.0,"Villa Park",California,298,"Orange County",3169776.0,0.9250477858136358,0.07495221418636422,0.7302008091423495,0.343575066503122,0.02114092604650928,0.2008776014456542,0.010669208171176765,0.001,0.0,0.0,0.0,0.0,0.028192964324339116,0.028192964324339116,0.028192964324339116,0.060790019916272295,0.060790019916272295,0.060790019916272295,0.060790019916272295,0.10290038228650908,0.10290038228650908,0.11867659524422858,0.11867659524422858,0.07640485584061225,0.07640485584061225,0.07640485584061225,0.0,0.01,0.01,0.02,0.07,0.06,0.09,0.2,0.16,0.34,0.04,0.24,0.58,0.12
1747,107.0,Visalia,California,6375,"Tulare County",459863.0,0.937548798335114,0.06245120166488605,0.8829716676488433,0.6358502423547883,0.0222131373909186,0.03998799642502224,0.027775663621556854,0.001,0.0,0.0,0.0,0.0,0.027660421190924146,0.027660421190924146,0.027660421190924146,0.06014121736640758,0.06014121736640758,0.06014121736640758,0.06014121736640758,0.1030003903866809,0.1030003903866809,0.11974793201731926,0.11974793201731926,0.07702115575792112,0.07702115575792112,0.07702115575792112,0.07,0.06,0.1,0.1,0.14,0.18,0.11,0.13,0.05,0.03,0.17,0.28,0.49,0.04
1634,73.0,Vista,California,9483,"San Diego County",3299521.0,0.941944232639454,0.05805576736054596,0.7607595163055486,0.3340654598046201,0.05572596749649419,0.12104120567803629,0.013247983570948632,0.001,0.0,0.0,0.0,0.0,0.02747317568955926,0.02747317568955926,0.02747317568955926,0.059913094326012335,0.059913094326012335,0.059913094326012335,0.059913094326012335,0.10303555386111563,0.10303555386111563,0.12012462073720119,0.12012462073720119,0.0772378506691251,0.0772378506691251,0.0772378506691251,0.1,0.02,0.08,0.14,0.15,0.19,0.12,0.1,0.04,0.02,0.17,0.33,0.44,0.04
1464,37.0,Walnut,California,1149,"Los Angeles County",10170292.0,0.9226858722363821,0.0773141277636179,0.711124420026485,0.48441686826690916,0.09100987464273395,0.1497819334980746,0.014664180733453868,0.001,0.0,0.0,0.0,0.0,0.028293581842730123,0.028293581842730123,0.028293581842730123,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.10288148697789104,0.10288148697789104,0.11847417925065792,0.11847417925065792,0.07628841350125364,0.07628841350125364,0.07628841350125364,0.04,0.01,0.04,0.04,0.08,0.14,0.11,0.23,0.13,0.13,0.03,0.23,0.57,0.15
1327,13.0,"Walnut Creek",California,4203,"Contra Costa County",1126745.0,0.9139041377445002,0.08609586225549981,0.6680855029310092,0.252964069066204,0.09595960044198111,0.1683051622150531,0.01000936325432995,0.001,0.0,0.0,0.0,0.0,0.028667683732084292,0.028667683732084292,0.028667683732084292,0.06136837525106044,0.06136837525106044,0.06136837525106044,0.06136837525106044,0.102811233101956,0.102811233101956,0.11772158460470365,0.11772158460470365,0.07585547399080386,0.07585547399080386,0.07585547399080386,0.03,0.02,0.06,0.08,0.1,0.15,0.12,0.17,0.09,0.13,0.03,0.21,0.48,0.26
1373,29.0,Wasco,California,1734,"Kern County",882176.0,0.9613136543610272,0.038686345638972774,0.8261265325739988,0.5217088200087058,0.06274938334300638,0.0512970200957632,0.02631561049042368,0.001,0.0,0.0,0.0,0.0,0.026648038324220243,0.026648038324220243,0.026648038324220243,0.05890782133866269,0.05890782133866269,0.05890782133866269,0.05890782133866269,0.1031905092348882,0.1031905092348882,0.12178458017874003,0.12178458017874003,0.07819276315999864,0.07819276315999864,0.07819276315999864,0.08,0.07,0.17,0.13,0.18,0.19,0.07,0.06,0.01,0.0,0.37,0.33,0.28,0.0
1734,99.0,Waterford,California,538,"Stanislaus County",538388.0,0.9264716288570197,0.07352837114298028,0.8390491615712089,0.4476622807343403,0.033106235651611846,0.06018336218489268,0.019326210836794283,0.001,0.0,0.0,0.0,0.0,0.028132308610690958,0.028132308610690958,0.028132308610690958,0.06071612246232068,0.06071612246232068,0.06071612246232068,0.06071612246232068,0.10291177303085615,0.10291177303085615,0.11879861859304658,0.11879861859304658,0.07647505130265107,0.07647505130265107,0.07647505130265107,0.06,0.07,0.07,0.12,0.14,0.21,0.11,0.11,0.04,0.02,0.12,0.49,0.36,0.01
1696,87.0,Watsonville,California,2788,"Santa Cruz County",274146.0,0.9282648350273747,0.07173516497262533,0.8743260890182604,0.3330342226404908,0.014324484034054846,0.0504986394111167,0.017972175410182895,0.001,0.0,0.0,0.0,0.0,0.028055918027833842,0.028055918027833842,0.028055918027833842,0.060623055062079254,0.060623055062079254,0.060623055062079254,0.060623055062079254,0.10292611868021899,0.10292611868021899,0.118952296361846,0.118952296361846,0.07656345636684958,0.07656345636684958,0.07656345636684958,0.05,0.06,0.11,0.09,0.14,0.18,0.13,0.12,0.05,0.03,0.21,0.31,0.44,0.03
1708,93.0,Weed,California,309,"Siskiyou County",43554.0,0.9280550851554803,0.0719449148445197,0.8699545391927263,0.12265233962437434,0.014717362354777977,0.014166322266611563,0.04745832759333241,0.001,0.0,0.0,0.0,0.0,0.02806485337237654,0.02806485337237654,0.02806485337237654,0.060633941080430576,0.060633941080430576,0.060633941080430576,0.060633941080430576,0.10292444068124383,0.10292444068124383,0.11893432079782465,0.11893432079782465,0.07655311569816518,0.07655311569816518,0.07655311569816518,0.08,0.08,0.16,0.1,0.13,0.19,0.11,0.07,0.02,0.01,0.1,0.21,0.68,0.0
1465,37.0,"West Covina",California,4122,"Los Angeles County",10170292.0,0.9226858722363821,0.0773141277636179,0.711124420026485,0.48441686826690916,0.09100987464273395,0.1497819334980746,0.014664180733453868,0.001,0.0,0.0,0.0,0.0,0.028293581842730123,0.028293581842730123,0.028293581842730123,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.10288148697789104,0.10288148697789104,0.11847417925065792,0.11847417925065792,0.07628841350125364,0.07628841350125364,0.07628841350125364,0.03,0.03,0.07,0.09,0.13,0.19,0.15,0.17,0.06,0.04,0.1,0.26,0.53,0.1
1466,37.0,"West Hollywood",California,1376,"Los Angeles County",10170292.0,0.9226858722363821,0.0773141277636179,0.711124420026485,0.48441686826690916,0.09100987464273395,0.1497819334980746,0.014664180733453868,0.001,0.0,0.0,0.0,0.0,0.028293581842730123,0.028293581842730123,0.028293581842730123,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.10288148697789104,0.10288148697789104,0.11847417925065792,0.11847417925065792,0.07628841350125364,0.07628841350125364,0.07628841350125364,0.07,0.08,0.09,0.08,0.1,0.15,0.13,0.12,0.06,0.07,0.0,0.11,0.35,0.52
1761,113.0,"West Sacramento",California,2846,"Yolo County",213016.0,0.9102202015971318,0.0897797984028682,0.7531499981222067,0.3152955646524205,0.029824050775528597,0.14283903556540353,0.01727100311713674,0.001,0.0,0.0,0.0,0.0,0.028824619411962186,0.028824619411962186,0.028824619411962186,0.06155957153710886,0.06155957153710886,0.06155957153710886,0.06155957153710886,0.10278176161277705,0.10278176161277705,0.11740587127687419,0.11740587127687419,0.0756738559387386,0.0756738559387386,0.0756738559387386,0.04,0.09,0.12,0.07,0.13,0.17,0.1,0.14,0.06,0.02,0.09,0.29,0.53,0.07
1467,37.0,Westlake,California,323,"Los Angeles County",10170292.0,0.9226858722363821,0.0773141277636179,0.711124420026485,0.48441686826690916,0.09100987464273395,0.1497819334980746,0.014664180733453868,0.001,0.0,0.0,0.0,0.0,0.028293581842730123,0.028293581842730123,0.028293581842730123,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.10288148697789104,0.10288148697789104,0.11847417925065792,0.11847417925065792,0.07628841350125364,0.07628841350125364,0.07628841350125364,0.03,0.01,0.05,0.06,0.09,0.07,0.1,0.17,0.12,0.25,0.1,0.23,0.52,0.13
1547,59.0,Westminster,California,4605,"Orange County",3169776.0,0.9250477858136358,0.07495221418636422,0.7302008091423495,0.343575066503122,0.02114092604650928,0.2008776014456542,0.010669208171176765,0.001,0.0,0.0,0.0,0.0,0.028192964324339116,0.028192964324339116,0.028192964324339116,0.060790019916272295,0.060790019916272295,0.060790019916272295,0.060790019916272295,0.10290038228650908,0.10290038228650908,0.11867659524422858,0.11867659524422858,0.07640485584061225,0.07640485584061225,0.07640485584061225,0.05,0.06,0.11,0.1,0.14,0.16,0.12,0.13,0.06,0.04,0.11,0.28,0.52,0.08
1361,25.0,Westmorland,California,104,"Imperial County",180191.0,0.9548661395566123,0.04513386044338774,0.8966652052544245,0.8267283049652868,0.03452447680516785,0.02356388498870643,0.025805950352681323,0.001,0.0,0.0,0.0,0.0,0.026922702454888318,0.026922702454888318,0.026922702454888318,0.05924244735701182,0.05924244735701182,0.05924244735701182,0.05924244735701182,0.1031389291164529,0.1031389291164529,0.12123202816000167,0.12123202816000167,0.07787490068014098,0.07787490068014098,0.07787490068014098,0.14,0.19,0.17,0.07,0.17,0.13,0.06,0.02,0.01,0.0,0.34,0.19,0.4,0.05
1765,115.0,Wheatland,California,458,"Yuba County",74492.0,0.9519216664942248,0.04807833350577517,0.7906486602588197,0.27534500349030766,0.04028620523009182,0.07486709982279977,0.02919776620308221,0.001,0.0,0.0,0.0,0.0,0.027048137007346023,0.027048137007346023,0.027048137007346023,0.05939526550894973,0.05939526550894973,0.05939526550894973,0.05939526550894973,0.1031153733319538,0.1031153733319538,0.12097968681855506,0.12097968681855506,0.07772973815816529,0.07772973815816529,0.07772973815816529,0.06,0.06,0.11,0.06,0.11,0.24,0.18,0.09,0.03,0.01,0.29,0.34,0.3,0.06
1468,37.0,Whittier,California,3322,"Los Angeles County",10170292.0,0.9226858722363821,0.0773141277636179,0.711124420026485,0.48441686826690916,0.09100987464273395,0.1497819334980746,0.014664180733453868,0.001,0.0,0.0,0.0,0.0,0.028293581842730123,0.028293581842730123,0.028293581842730123,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.06091260323093176,0.10288148697789104,0.10288148697789104,0.11847417925065792,0.11847417925065792,0.07628841350125364,0.07628841350125364,0.07628841350125364,0.04,0.04,0.08,0.08,0.12,0.18,0.14,0.18,0.06,0.04,0.12,0.27,0.54,0.05
1583,65.0,Wildomar,California,2672,"Riverside County",2361026.0,0.9316764302496051,0.06832356975039489,0.8024943393253611,0.4788812152005103,0.07076669210758374,0.06915595169218806,0.018940070969146464,0.001,0.0,0.0,0.0,0.0,0.027910584071366824,0.027910584071366824,0.027910584071366824,0.06044599327004549,0.06044599327004549,0.06044599327004549,0.06044599327004549,0.10295341144199684,0.10295341144199684,0.11924467007239115,0.11924467007239115,0.07673164801130554,0.07673164801130554,0.07673164801130554,0.03,0.03,0.1,0.09,0.12,0.24,0.12,0.15,0.06,0.02,0.15,0.3,0.46,0.07
1308,11.0,Williams,California,322,"Colusa County",21482.0,0.960896312889672,0.03910368711032797,0.9132296806628806,0.5849548459175123,0.012475560934736058,0.0185271390000931,0.02569593147751606,0.001,0.0,0.0,0.0,0.0,0.02666581707089997,0.02666581707089997,0.02666581707089997,0.05892948136102602,0.05892948136102602,0.05892948136102602,0.05892948136102602,0.10318717050311738,0.10318717050311738,0.12174881401464488,0.12174881401464488,0.07817218822546083,0.07817218822546083,0.07817218822546083,0.02,0.03,0.13,0.18,0.05,0.3,0.14,0.09,0.01,0.0,0.11,0.5,0.37,0.0
1486,45.0,Willits,California,471,"Mendocino County",87649.0,0.9321137886731695,0.06788621132683048,0.8633070542732946,0.24534221725290647,0.010485002681148672,0.021768645392417484,0.06279592465401773,0.001,0.0,0.0,0.0,0.0,0.027891952602522977,0.027891952602522977,0.027891952602522977,0.0604232943678625,0.0604232943678625,0.0604232943678625,0.0604232943678625,0.10295691030938535,0.10295691030938535,0.11928215168929061,0.11928215168929061,0.07675320978158726,0.07675320978158726,0.07675320978158726,0.07,0.1,0.15,0.14,0.14,0.22,0.07,0.06,0.0,0.01,0.27,0.32,0.36,0.04
1347,21.0,Willows,California,388,"Glenn County",28017.0,0.9437370850044297,0.056262914995570346,0.8979191205339615,0.4113216975407788,0.012349644858478781,0.030981189991790697,0.0298390263054574,0.001,0.0,0.0,0.0,0.0,0.027396800178811298,0.027396800178811298,0.027396800178811298,0.0598200452882701,0.0598200452882701,0.0598200452882701,0.0598200452882701,0.10304989668003543,0.10304989668003543,0.1202782681848796,0.1202782681848796,0.07732623829071839,0.07732623829071839,0.07732623829071839,0.08,0.06,0.11,0.12,0.12,0.17,0.11,0.13,0.0,0.04,0.38,0.15,0.45,0.01
1725,97.0,Windsor,California,2032,"Sonoma County",502146.0,0.916558474523281,0.08344152547671901,0.8725948230195999,0.2632640706089464,0.019587928610404145,0.043762172754537525,0.022065295750638262,0.001,0.0,0.0,0.0,0.0,0.028554608985308233,0.028554608985308233,0.028554608985308233,0.061230615172241716,0.061230615172241716,0.061230615172241716,0.061230615172241716,0.10283246779618624,0.10283246779618624,0.11794906126664516,0.11794906126664516,0.07598633279399776,0.07598633279399776,0.07598633279399776,0.02,0.02,0.06,0.07,0.1,0.14,0.16,0.22,0.1,0.07,0.18,0.22,0.57,0.01
1762,113.0,Winters,California,379,"Yolo County",213016.0,0.9102202015971318,0.0897797984028682,0.7531499981222067,0.3152955646524205,0.029824050775528597,0.14283903556540353,0.01727100311713674,0.001,0.0,0.0,0.0,0.0,0.028824619411962186,0.028824619411962186,0.028824619411962186,0.06155957153710886,0.06155957153710886,0.06155957153710886,0.06155957153710886,0.10278176161277705,0.10278176161277705,0.11740587127687419,0.11740587127687419,0.0756738559387386,0.0756738559387386,0.0756738559387386,0.05,0.04,0.09,0.1,0.15,0.15,0.1,0.17,0.06,0.04,0.12,0.37,0.4,0.1
1748,107.0,Woodlake,California,375,"Tulare County",459863.0,0.937548798335114,0.06245120166488605,0.8829716676488433,0.6358502423547883,0.0222131373909186,0.03998799642502224,0.027775663621556854,0.001,0.0,0.0,0.0,0.0,0.027660421190924146,0.027660421190924146,0.027660421190924146,0.06014121736640758,0.06014121736640758,0.06014121736640758,0.06014121736640758,0.1030003903866809,0.1030003903866809,0.11974793201731926,0.11974793201731926,0.07702115575792112,0.07702115575792112,0.07702115575792112,0.09,0.07,0.18,0.14,0.12,0.23,0.07,0.07,0.0,0.0,0.19,0.34,0.46,0.0
1763,113.0,Woodland,California,3162,"Yolo County",213016.0,0.9102202015971318,0.0897797984028682,0.7531499981222067,0.3152955646524205,0.029824050775528597,0.14283903556540353,0.01727100311713674,0.001,0.0,0.0,0.0,0.0,0.028824619411962186,0.028824619411962186,0.028824619411962186,0.06155957153710886,0.06155957153710886,0.06155957153710886,0.06155957153710886,0.10278176161277705,0.10278176161277705,0.11740587127687419,0.11740587127687419,0.0756738559387386,0.0756738559387386,0.0756738559387386,0.03,0.06,0.1,0.09,0.13,0.18,0.12,0.16,0.05,0.03,0.18,0.32,0.4,0.08
1669,81.0,Woodside,California,261,"San Mateo County",765135.0,0.9222431309082445,0.0777568690917555,0.61876008808903,0.25144843720389215,0.029215759310448484,0.282716121991544,0.008384141360674913,0.001,0.0,0.0,0.0,0.0,0.028312442623308787,0.028312442623308787,0.028312442623308787,0.060935581505862105,0.060935581505862105,0.060935581505862105,0.060935581505862105,0.10287794504726595,0.10287794504726595,0.11843623631883655,0.11843623631883655,0.07626658635377646,0.07626658635377646,0.07626658635377646,0.03,0.0,0.02,0.01,0.06,0.08,0.06,0.11,0.08,0.51,0.21,0.04,0.55,0.18
1548,59.0,"Yorba Linda",California,3398,"Orange County",3169776.0,0.9250477858136358,0.07495221418636422,0.7302008091423495,0.343575066503122,0.02114092604650928,0.2008776014456542,0.010669208171176765,0.001,0.0,0.0,0.0,0.0,0.028192964324339116,0.028192964324339116,0.028192964324339116,0.060790019916272295,0.060790019916272295,0.060790019916272295,0.060790019916272295,0.10290038228650908,0.10290038228650908,0.11867659524422858,0.11867659524422858,0.07640485584061225,0.07640485584061225,0.07640485584061225,0.02,0.01,0.04,0.03,0.07,0.12,0.11,0.22,0.15,0.2,0.06,0.23,0.54,0.16
1511,55.0,Yountville,California,226,"Napa County",142456.0,0.9293839866572978,0.07061601334270218,0.8454119166619869,0.3390380187566687,0.023726624361206268,0.08347138765653957,0.012116021789184028,0.001,0.0,0.0,0.0,0.0,0.028008242168399113,0.028008242168399113,0.028008242168399113,0.06056497109248624,0.06056497109248624,0.06056497109248624,0.06056497109248624,0.10293507189325839,0.10293507189325839,0.11904820765653042,0.11904820765653042,0.07661863054220479,0.07661863054220479,0.07661863054220479,0.04,0.02,0.1,0.07,0.18,0.14,0.1,0.16,0.05,0.1,0.08,0.45,0.46,0.0
1709,93.0,Yreka,California,919,"Siskiyou County",43554.0,0.9280550851554803,0.0719449148445197,0.8699545391927263,0.12265233962437434,0.014717362354777977,0.014166322266611563,0.04745832759333241,0.001,0.0,0.0,0.0,0.0,0.02806485337237654,0.02806485337237654,0.02806485337237654,0.060633941080430576,0.060633941080430576,0.060633941080430576,0.060633941080430576,0.10292444068124383,0.10292444068124383,0.11893432079782465,0.11893432079782465,0.07655311569816518,0.07655311569816518,0.07655311569816518,0.11,0.09,0.2,0.13,0.09,0.15,0.09,0.06,0.02,0.01,0.15,0.36,0.48,0.0
1736,101.0,"Yuba City",California,6158,"Sutter County",96463.0,0.9297171125640742,0.07028288743592581,0.7370701719830401,0.30264453728372537,0.024838539128992462,0.16747353907715912,0.023096938722619035,0.001,0.0,0.0,0.0,0.0,0.02799405100477044,0.02799405100477044,0.02799405100477044,0.06054768185792455,0.06054768185792455,0.06054768185792455,0.06054768185792455,0.1029377369005126,0.1029377369005126,0.11907675654674114,0.11907675654674114,0.07663505364940887,0.07663505364940887,0.07663505364940887,0.05,0.06,0.12,0.09,0.15,0.19,0.11,0.12,0.05,0.02,0.2,0.32,0.43,0.03
1615,71.0,Yucaipa,California,3359,"San Bernardino County",2128133.0,0.9321963381208535,0.06780366187914655,0.771752517347365,0.5218832657545369,0.09494754322215763,0.07387602184637897,0.020377485805633387,0.001,0.0,0.0,0.0,0.0,0.027888435996051644,0.027888435996051644,0.027888435996051644,0.06041901005152771,0.06041901005152771,0.06041901005152771,0.06041901005152771,0.10295757070496682,0.10295757070496682,0.11928922617695713,0.11928922617695713,0.07675727946935808,0.07675727946935808,0.07675727946935808,0.04,0.07,0.08,0.09,0.13,0.17,0.11,0.15,0.06,0.04,0.16,0.28,0.47,0.07
1616,71.0,"Yucca Valley",California,1360,"San Bernardino County",2128133.0,0.9321963381208535,0.06780366187914655,0.771752517347365,0.5218832657545369,0.09494754322215763,0.07387602184637897,0.020377485805633387,0.001,0.0,0.0,0.0,0.0,0.027888435996051644,0.027888435996051644,0.027888435996051644,0.06041901005152771,0.06041901005152771,0.06041901005152771,0.06041901005152771,0.10295757070496682,0.10295757070496682,0.11928922617695713,0.11928922617695713,0.07675727946935808,0.07675727946935808,0.07675727946935808,0.06,0.09,0.16,0.1,0.14,0.19,0.12,0.06,0.03,0.01,0.3,0.25,0.41,0.03
1940,71.0,Aguilar,Colorado,49,"Las Animas County",14058.0,0.9749876238625809,0.025012376137419134,0.908166168729549,0.425593967847489,0.0199174847062171,0.012092758571631812,0.036562811210698536,0.001,0.0,0.0,0.0,0.0,0.02606552722345406,0.02606552722345406,0.02606552722345406,0.05819814232153205,0.05819814232153205,0.05819814232153205,0.05819814232153205,0.10329990099090064,0.10329990099090064,0.12295643936502318,0.12295643936502318,0.07886688985642523,0.07886688985642523,0.07886688985642523,0.13,0.03,0.16,0.06,0.2,0.2,0.06,0.08,0.04,0.01,0.41,0.16,0.23,0.19
2032,121.0,Akron,Colorado,170,"Washington County",4864.0,0.9719099339430893,0.028090066056910667,0.96875,0.09354440789473684,0.009662828947368422,0.0034950657894736842,0.0030838815789473685,0.001,0.0,0.0,0.0,0.0,0.026196636814024395,0.026196636814024395,0.026196636814024395,0.05835787442835366,0.05835787442835366,0.05835787442835366,0.05835787442835366,0.1032752794715447,0.1032752794715447,0.12269268133892273,0.12269268133892273,0.0787151597433943,0.0787151597433943,0.0787151597433943,0.06,0.06,0.12,0.14,0.16,0.18,0.12,0.09,0.01,0.0,0.11,0.59,0.28,0.0
1785,3.0,Alamosa,Colorado,873,"Alamosa County",16496.0,0.939889961005575,0.06011003899442502,0.8768186226964112,0.4582322987390883,0.01994422890397672,0.01594325897187197,0.052376333656644035,0.001,0.0,0.0,0.0,0.0,0.027560687661162507,0.027560687661162507,0.027560687661162507,0.06001971102381066,0.06001971102381066,0.06001971102381066,0.06001971102381066,0.10301911968804459,0.10301911968804459,0.11994856965817777,0.11994856965817777,0.07713657507757485,0.07713657507757485,0.07713657507757485,0.17,0.07,0.18,0.1,0.13,0.12,0.08,0.05,0.02,0.02,0.08,0.18,0.69,0.03
1984,93.0,Alma,Colorado,37,"Park County",16510.0,0.9862858430219675,0.013714156978032466,0.9483949121744397,0.06238643246517262,0.0059357964869775895,0.01017565112053301,0.012780133252574197,0.001,0.0,0.0,0.0,0.0,0.025584223087264185,0.025584223087264185,0.025584223087264185,0.05761176474715988,0.05761176474715988,0.05761176474715988,0.05761176474715988,0.10339028674417573,0.10339028674417573,0.1239246967469826,0.1239246967469826,0.079423892060983,0.079423892060983,0.079423892060983,0.04,0.07,0.09,0.18,0.05,0.31,0.13,0.04,0.05,0.0,0.29,0.27,0.43,0.0
1834,21.0,Antonito,Colorado,68,"Conejos County",8130.0,0.9332584575845758,0.06674154241542418,0.9218942189421894,0.5366543665436654,0.007995079950799507,0.006765067650676507,0.03690036900369004,0.001,0.0,0.0,0.0,0.0,0.027843189706897073,0.027843189706897073,0.027843189706897073,0.06036388605136052,0.06036388605136052,0.06036388605136052,0.06036388605136052,0.10296606766067659,0.10296606766067659,0.11938024981499813,0.11938024981499813,0.0768096419589196,0.0768096419589196,0.0768096419589196,0.15,0.1,0.22,0.09,0.13,0.15,0.07,0.05,0.0,0.0,0.23,0.55,0.21,0.0
1946,73.0,Arriba,Colorado,18,"Lincoln County",5557.0,1.0,0.0,0.9035450782796473,0.13586467518445206,0.05560554255893468,0.010797192729890229,0.01133705236638474,0.001,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.0569,0.0569,0.0569,0.0569,0.1035,0.1035,0.1251,0.1251,0.0801,0.0801,0.0801,0.07,0.13,0.08,0.15,0.08,0.17,0.15,0.09,0.01,0.02,0.14,0.21,0.21,0.42
1766,1.0,Arvada,Colorado,249,"Adams County",491337.0,0.9442811476851176,0.05571885231488238,0.8671929856697135,0.39209951621799294,0.03696241072827815,0.041963051836112486,0.0217142205858708,0.001,0.0,0.0,0.0,0.0,0.02737362310861399,0.02737362310861399,0.02737362310861399,0.059791808435142396,0.059791808435142396,0.059791808435142396,0.059791808435142396,0.10305424918148094,0.10305424918148094,0.12032489435661457,0.12032489435661457,0.0773530605808763,0.0773530605808763,0.0773530605808763,0.04,0.02,0.07,0.07,0.13,0.19,0.15,0.17,0.06,0.05,0.17,0.34,0.39,0.09
1767,59.0,Arvada,Colorado,9979,"Jefferson County",565524.0,0.9312873450325628,0.06871265496743717,0.9201943684087678,0.1530828046201399,0.013272646253739894,0.02956019550010256,0.012001259009343547,0.001,0.0,0.0,0.0,0.0,0.027927159101612822,0.027927159101612822,0.027927159101612822,0.06046618679280999,0.06046618679280999,0.06046618679280999,0.06046618679280999,0.1029502987602605,0.1029502987602605,0.11921132546929063,0.11921132546929063,0.07671246611010535,0.07671246611010535,0.07671246611010535,0.04,0.02,0.07,0.07,0.13,0.19,0.15,0.17,0.06,0.05,0.17,0.34,0.39,0.09
1989,97.0,Aspen,Colorado,412,"Pitkin County",17787.0,0.9767609119842252,0.02323908801577479,0.9547422274695002,0.09782425366840951,0.008714229493450272,0.014898521392027885,0.005172316860628549,0.001,0.0,0.0,0.0,0.0,0.025989985149472004,0.025989985149472004,0.025989985149472004,0.05810610866801871,0.05810610866801871,0.05810610866801871,0.05810610866801871,0.1033140872958738,0.1033140872958738,0.1231084101570481,0.1231084101570481,0.07895431296082231,0.07895431296082231,0.07895431296082231,0.04,0.01,0.06,0.04,0.14,0.21,0.11,0.19,0.05,0.11,0.33,0.23,0.33,0.09
2034,123.0,Ault,Colorado,131,"Weld County",285174.0,0.9444045137525794,0.05559548624742061,0.9308913154775681,0.290296450588062,0.014471866299171734,0.015359043952113446,0.016183102246347843,0.001,0.0,0.0,0.0,0.0,0.02736836771414012,0.02736836771414012,0.02736836771414012,0.05978540573624113,0.05978540573624113,0.05978540573624113,0.05978540573624113,0.10305523611002064,0.10305523611002064,0.12033546682859604,0.12033546682859604,0.07735914252800216,0.07735914252800216,0.07735914252800216,0.05,0.03,0.09,0.08,0.12,0.23,0.16,0.12,0.05,0.02,0.1,0.33,0.44,0.11
1768,1.0,Aurora,Colorado,3426,"Adams County",491337.0,0.9442811476851176,0.05571885231488238,0.8671929856697135,0.39209951621799294,0.03696241072827815,0.041963051836112486,0.0217142205858708,0.001,0.0,0.0,0.0,0.0,0.02737362310861399,0.02737362310861399,0.02737362310861399,0.059791808435142396,0.059791808435142396,0.059791808435142396,0.059791808435142396,0.10305424918148094,0.10305424918148094,0.12032489435661457,0.12032489435661457,0.0773530605808763,0.0773530605808763,0.0773530605808763,0.05,0.04,0.1,0.11,0.15,0.2,0.12,0.12,0.03,0.02,0.22,0.32,0.38,0.06
1769,5.0,Aurora,Colorado,27349,"Arapahoe County",631096.0,0.9236509673556939,0.07634903264430615,0.7791857340246174,0.18898234183071988,0.1102573934868863,0.05859488889170586,0.01100308035544513,0.001,0.0,0.0,0.0,0.0,0.028252468790647443,0.028252468790647443,0.028252468790647443,0.06086251479423949,0.06086251479423949,0.06086251479423949,0.06086251479423949,0.10288920773884554,0.10288920773884554,0.11855688790238296,0.11855688790238296,0.0763359926906357,0.0763359926906357,0.0763359926906357,0.05,0.04,0.1,0.11,0.15,0.2,0.12,0.12,0.03,0.02,0.22,0.32,0.38,0.06
1770,35.0,Aurora,Colorado,45,"Douglas County",322387.0,0.930502667336568,0.06949733266343205,0.9105174836454324,0.08485453817926901,0.014169305834292326,0.044641998591754634,0.0048264973463570185,0.001,0.0,0.0,0.0,0.0,0.027960586371462204,0.027960586371462204,0.027960586371462204,0.06050691156523212,0.06050691156523212,0.06050691156523212,0.06050691156523212,0.10294402133869254,0.10294402133869254,0.11914407859074386,0.11914407859074386,0.07667378149969281,0.07667378149969281,0.07667378149969281,0.05,0.04,0.1,0.11,0.15,0.2,0.12,0.12,0.03,0.02,0.22,0.32,0.38,0.06
1861,37.0,Avon,Colorado,312,"Eagle County",53605.0,0.9883524129756734,0.011647587024326556,0.9483070609084974,0.3004010819886205,0.011845909896464881,0.013263688088797687,0.013077138326648634,0.001,0.0,0.0,0.0,0.0,0.02549618720723631,0.02549618720723631,0.02549618720723631,0.057504509766562545,0.057504509766562545,0.057504509766562545,0.057504509766562545,0.10340681930380538,0.10340681930380538,0.1241018017920152,0.1241018017920152,0.0795257739597007,0.0795257739597007,0.0795257739597007,0.03,0.0,0.06,0.06,0.32,0.2,0.08,0.05,0.07,0.07,0.52,0.18,0.03,0.26
