provider_num,npi,name,address,city,state,zip,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
"051875","1306827332","SAN DIEGO FAMILY CARE","4290 POLK AVE","SAN DIEGO",CA,"921051524",,32.75153,-117.102449,"6195630507","00-04",,,,,,,
"451809","1235267949","NUESTRA CLINICA DEL VALLE, INC.","1500 W 1ST ST","MERCEDES",TX,"785702551",,26.15076561369075,-97.92466876528846,"9565653191","00-04",,,,,,,
"141966","1992853428","CENTRAL COUNTIES HEALTH CENTERS, INC.","221 N 11TH ST","SPRINGFIELD",IL,"627031003",,39.80300297336596,-89.64086709044818,"2177882300","00-04",,,,"141966",,,
"141963","1578611000","CENTRAL COUNTIES HEALTH CENTERS, INC.","221 N 11TH ST","SPRINGFIELD",IL,"627031003",,39.80300297336596,-89.64086709044818,"2177882300","00-04",,,,"141963",,,
"021820","1609871391","CROSS ROAD MEDICAL CENTER","PO BOX 5","GLENNALLEN",AK,"995880589","260",62.1371485,-145.82205347328326,"9078225686","00-04","21-01",true,,"K0000WCHWP","10",,
"451950","1073940987","NUESTRA CLINICA DEL VALLE, INC.","300 N 86TH ST","EDINBURG",TX,"785421838",,26.3013982,-98.1624501,"9562878850","00-04",,,,"451950",,,
"521825","1568675858","MADISON COMMUNITY HEALTH CENTERS, INC","2202 SOUTH PARK STREET","MADISON",WI,"537131916","025",43.04161830240766,-89.39414186767964,"6084435515","00-04","21-01",true,,,"05",,
"551813","1083783757","MENDOCINO COAST CLINICS, INC","205 SOUTH STREET","FORT BRAGG",CA,"954375540",,39.43037806666667,-123.80422086666667,"7079641251","00-04",,,"55-1813",,,,
,"1437171386","NEIGHBORHOOD HEALTH CARE, INC.","2805 GILBERT AVE","CINCINNATI",OH,"45206",,39.1299542,-84.48861228,"5132814116","00-04",,,,"361876",,,
"111852","1841225315","ALBANY AREA PRIMARY HEALTH CARE INC","2202 E OGLETHORPE BLVD","ALBANY",GA,"317052940",,31.57284417556194,-84.09854935448192,"2294311423","00-04",,,,,,,
"101955","1184887911","COMM HLTH OF S DADE INC EVERGLADAES HLTH CTR","19300 SW 376 ST","FLORIDA CITY",FL,"330346300","086",25.4480101,-80.479102,"3052464607","00-04","21-01",true,,,"04",,
"191827","1265548614","CAPITOL CITY FAMILY HEALTH CENTER, INC","3140 FLORIDA STREET","BATON ROUGE",LA,"706063757",,30.4494414,-91.1840593,"2256502000","00-04",,,,"191827",,,
"551943","1770669715","SONOMA VALLEY COMMUNITY HEALTH CENTER","19270 SONOMA HIGHWAY 12","SONOMA",CA,"95476",,38.5110803,-122.8473388,"7079396070","00-04",,,,,,,
"501806","1376659151","INTERNATIONAL COMMUNITY HEALTH SERVICES","720 8TH AVE S","SEATTLE",WA,"981043033",,47.5961337,-122.322052,"2067883700","00-04",,,,"G000151700",,,
"021882","1326047044","KODIAK ISLAND HEALTHCARE FOUNDATION","1911 E REZANOF DR.","KODIAK",AK,"996156602",,57.80106057495853,-152.37381979139246,"9074815000","00-04",,,,,,,
"101034","1114994944","HAWTHORNE FAMILY MEDICAL CENTER","22066 SE 7TH STREET","HAWTHORNE",FL,"326403969","001",29.5918856,-82.0869578,"3524812700","00-04","21-01",true,,"99262","04",,
"491858","1194784280","HIGHLAND MEDICAL CENTER","BOX 490 ROUTE 220","MONTEREY",VA,"244652416","091",38.411985,-79.5794666,"5404683300","00-04","21-01",true,,"C05817","03",,
"111873","1346299807","MEDLINK RABUN","896 HIGHWAY 441 SOUTH","CLAYTON",GA,"305255423","241",33.5204959,-84.3591713,"7067883234","00-04","21-01",true,,,"04",,
,"1356460554","COMMUNITY HEALTH CENTER OF LUBBOCK, INC.","1610 5TH ST","LUBBOCK",TX,"79413",,33.59184245,-101.8535958807852,"8067652611","00-04",,,,,,,
"181838","1104879469","FAMILY HEALTH CENTERS INC","9702 STONESTREET ROAD","LOUISVILLE",KY,"40272",,38.1130395,-85.8411661588668,"5029955051","00-04",,,,"7956",,,
"391932","1275730202","GREEN STREET PRIMARY CARE","2000 GREEN STREET","FARRELL",PA,"161211364","085",41.20976019664658,-80.47202433761473,"7243423002","00-04","21-01",true,,"068965","03",,
"391801","1417902362","GREATER PHILADELPHIA HEALTH ACTION INC","800 WASHINGTON AVE","PHILADELPHIA",PA,"191474717",,39.935904,-75.157079,"2153395100","00-04",,,,,,,
"111877","1235123993","SOUTHSIDE MEDICAL CENTER, INC.","1046 RIDGE AVE SW","ATLANTA",GA,"303151640",,33.7257393,-84.3913949,"4046881350","00-04",,,,,,,
"101950","1760645287","COMM HLTH OF S DADE INC S DADE MIGRANT HLTH CTR","13600 SW 312 ST","HOMESTEAD",FL,"330335500","086",25.4718946,-80.4759905,"3052426069","00-04","21-01",true,,,"04",,
"101953","1245493758","COMM HEALTH OF S DADE INC HOMESTEAD SENION HS","2351 SE 12 AVE","HOMESTEAD",FL,"330343511","086",25.4718946,-80.4759905,"3052457000","00-04","21-01",true,,,"04",,
"101954","1780847517","COMM HLTH OF S DADE INC COPE SOUTH","10225 SW 147TH TERRACE","MIAMI",FL,"331767744","086",25.6331281,-80.35902635913178,"3052557927","00-04","21-01",true,,,"04",,
"451820","1952690463","BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER INC","1102 BARCLAY","SAN ANTONIO",TX,"782077161","029",29.410069326530614,-98.54292769387756,"2104342368","00-04","21-01",true,,"00AB33","06",,
"671824","1902883739","FRANK BRYANT HEALTH CENTER","3066 EAST COMMERCE STREET","SAN ANTONIO",TX,"78208","029",29.419674,-98.440346,"2102337000","00-04","21-01",true,,"00AB33","06",,
"381855","1326138314","LANE COUNTY OREGON","2073 OLYMPIC ST","SPRINGFIELD",OR,"974773413",,44.05956598070608,-122.99478176888144,"5416823550","00-04",,,,"381929",,,
"101918","1578573085","PLANT CITY FAMILY CARE","801 EAST BAKER STREET","PLANT CITY",FL,"335633652","057",28.01633,-82.1234803,"8137570477","00-04","21-01",true,,"98974","04",,
"101917","1144230640","DOVER HEALTH CENTER","14618 SR 574","DOVER",FL,"335274414","057",27.99439345,-82.22171105983051,"8136590406","00-04","21-01",true,,"98974","04",,
"221850","1376502070","HARBOR HEALTH SERVICES INC","735 ATTUCKS LN","HYANNIS",MA,"026011867",,41.6747631,-70.29768515601289,"5087780300","00-04",,,,"1301225",,,
"101843","1871569061","FAMILY MEDICAL AND DENTAL CENTERS","1302 RIVER STREET","PALATKA",FL,"321775042","107",29.63882538227234,-81.64348529637452,"9043251086","00-04","21-01",true,,"99262","04",,
"231872","1124052816","LITTLE TRAVERSE BAY BANDS ODAWA INDIANS","1250 LEARS RD.","PETOSKEY",MI,"497708330",,45.373343,-84.95533,"2312421700","00-04",,,,,,,
"021808","1669475166","ANCHORAGE NEIGHBORHOOD HEALTH CTR,THE","1217 EAST 10TH AVENUE","ANCHORAGE",AK,"995037174","020",61.212621,-149.860231,"9072574600","00-04","21-01",true,"0TH000",,"10",,
"121820","1053564526","MALAMA I KE OLA HEALTH CENTER","15 IPU AUMAKUA LANE","LAHAINA",HI,"967611193","009",20.88717735,-156.6748023632949,"8086616177","00-04","21-01",true,,,"09",,
"261871","1164614053","SAMUEL U RODGERS HEALTH CENTER INC","811 S BUSINESS HIGHWAY 13 STE A","LEXINGTON",MO,"640671572",,39.1851824,-93.8828515,"6602593823","00-04",,,,,,,
"141969","1154598282","LAWNDALE CHRISTIAN HEALTH CENTER - FARRAGUT","2345 S CHRISTIANA AVENUE","CHICAGO",IL,"606233217","031",41.84901535,-87.7078717745462,"7738433000","00-04","21-01",true,,,"05",,
"551952","1649324443","EAST VALLEY COMMUNITY HEALTH CENTER, INC.","1555 S GAREY AVE","POMONA",CA,"917665222",,34.04350944086089,-117.74972117161568,"9096208088","00-04",,,,"55-1952",,,
"261870","1104947126","NORTHWEST HEALTH SERVICES INC","803 HIGHWAY 71 WEST","SAVANNAH",MO,"644851151",,39.9413678,-94.829946,"8163243121","00-04",,,,,,,
"381858","1073511721","COMMUNITY HEALTH CENTER - MEDFORD","19 MYRTLE","MEDFORD",OR,"975047337","029",42.326791285714286,-122.8628883877551,"5417734563","00-04","21-01",true,,"381858","10",,
"381859","1770645871","COMMUNITY HEALTH CENTER - WHITE CITY","8385 DIVISION ROAD","WHITE CITY",OR,"975031176","029",42.43673125,-122.83803883333333,"5418265853","00-04","21-01",true,,"381859","10",,
"381857","1205998309","COMMUNITY HEALTH CENTER - ASHLAND","99 CENTRAL AVENUE","ASHLAND",OR,"975201787","029",42.2002605,-122.7149476,"5414829741","00-04","21-01",true,,"381857","10",,
"141971","1881773232","MARTIN R RUSSO FAMILY HEALTH CENTER","245 S GARY","BLOOMINGDALE",IL,"601082228","043",41.9575285,-88.0809036,"6308935230","00-04","21-01",true,,,"05",,
"501859","1659407872","YAKIMA VALLEY FARM WORKERS CLINIC","2205 W LINCOLN AVE","YAKIMA",WA,"989022437",,46.60355937493311,-120.53836289130265,"5095751990","00-04",,,,"GAB01517",,,
"231890","1881712669","HDI OB-GYB MIDWIFERY SERVICES","3175 WEST PROFESSIONAL DR","BAY CITY",MI,"487062823","017",43.5944677,-83.8888648,"9896673377","00-04","21-01",true,,"0G36111","05",,
"111879","1831217488","GRESHAM OFFICE-SOUTHSIDE MEDICAL CENTER INC","2578 GRESHAM ROAD","ATLANTA",GA,"303164138","089",33.7489924,-84.3902644,"4042412336","00-04","21-01",true,,,"04",,
"131812","1033165550","FAMILY HEALTH SERVICS-BURLEY HLTH CTR","1309 BENNETT AVE","BURLEY",ID,"833182676",,42.5368894438561,-113.78035692003604,"2086787796","00-04",,,,,,,
"131804","1669449450","FAMILY HEALTH SERVICES CORPORATION","388 MARTIN STREET","TWIN FALLS",ID,"833014544",,42.568898426338514,-114.49224429634789,"2087340451","00-04",,,,,,,
"131818","1730135310","FAMILY HEALTH SERVICES","114 PIONEER COURT","JEROME",ID,"833385077","053",42.702266,-114.2867043,"2083243471","00-04","21-01",true,,,"10",,
"131811","1003862525","FAMILY HEALTH SERVICES-BUHL HEALTH CTR","725 FAIR AVENUE","BUHL",ID,"833166442","083",42.5990714,-114.7594946,"2085438271","00-04","21-01",true,,,"10",,
"111880","1730207663","THOMASVILLE OFFICE-SOUTH MEDICAL CENTER INC","1178 HENRY THOMASVILLE","FOREST PARK",GA,"302972134","121",33.6220542,-84.3690918,"4046220727","00-04","21-01",true,,,"04",,
"051940","1255435533","OPEN DOOR COMMUNITY HEALTH CENTERS","770 10TH STREET","ARCATA",CA,"955216210",,40.86980885714286,-124.08610342857142,"7078268610","00-04",,,,"ZZZ75686Z",,,
"051942","1669569109","OPEN DOOR COMMUNITY HEALTH CENTERS","2200 TYDD ST","EUREKA",CA,"955011284",,40.802225876501666,-124.14624489222659,"7074411624","00-04",,,,,,,
"061820","1508853813","VALLEY-WIDE HEALTH SYSTEMS, INC.","10TH AND DAHLIA","ANTONIO",CO,"81120",,34.8352576,-120.5698912,"7193765426","00-04",,,,,,,
"051941","1497840656","OPEN DOOR COMMUNITY HEALTH CENTERS","550 E WASHINGTON BLVD","CRESCENT CITY",CA,"955318160",,41.77275,-124.201736,"7074656925","00-04",,,,,,,
"061865","1316934896","VALLEY-WIDE HEALTH SYSTEMS, INC.","602 YALE PL","CANON CITY",CO,"812124611",,38.45590369387755,-105.232285,"7192752301","00-04",,,,,,,
"551818","1689778813","OPEN DOOR COMMUNITY HEALTH CENTERS","785 18TH STREET","ARCATA",CA,"955215683",,40.87603457142857,-124.08389871428572,"7078222481","00-04",,,,,,,
"061839","1821085994","VALLEY-WIDE HEALTH SYSTEMS, INC.","925 2ND AVE","MONTE VISTA",CO,"811441432",,37.579278,-106.14649646938776,"7198522512","00-04",,,,,,,
"061853","1881681104","VALLEY-WIDE HEALTH SYSTEMS, INC.","545 MOFFAT WAY","MOFFAT",CO,"81143",,38.0003431,-105.9125903,"7192564025","00-04",,,,,,,
"061819","1417944729","VALLEY-WIDE HEALTH SYSTEMS, INC.","233 MAIN STREET","SAN LUIS",CO,"811520328",,37.196955497804,-105.4276276312775,"7196723352","00-04",,,,,,,
"061817","1801883459","VALLEY-WIDE HEALTH SYSTEMS, INC.","1710 1ST ST","ALAMOSA",CO,"81101",,37.4708739,-105.857379,"7195893658","00-04",,,,,,,
"061858","1104813682","VALLEY-WIDE HEALTH SYSTEMS, INC.","903 S 12TH ST","ROCKY FORD",CO,"810672127",,38.0453440753288,-103.71956458796754,"7192547623","00-04",,,,,,,
"391933","1073734281","CENTERVILLE CLINICS INC, CHARLEROI","501 MCKEAN AVENUE","CHARLEROI",PA,"150221605","125",40.1384922,-79.8977306,"7246326801","00-04","21-01",true,,,"03",,
"491859","1316926538","JOHNSON HEALTH CENTER","320 FEDERAL STREET","LYNCHBURG",VA,"245042306","680",37.4163385,-79.1513905,"4349475967","00-04","21-01",true,,"C09079","03",,
"221819","1740271022","HOLYOKE HEALTH CENTER INC","230 MAPLE ST","HOLYOKE",MA,"010405144",,42.207406,-72.608419,"4134202122","00-04",,,,,,,
"341876","1073638557","GOSHEN MEDICAL CENTER CLINTON","906 US HIGHWAY 421","CLINTON",NC,"283280410","163",34.9979453,-78.3233325,"9105921462","00-04","21-01",true,,,"04",,
"021823","1376520692","ILIULIUK FAMILY AND HEALTH SERVICES INC","34 LAVELLE COURT","UNALASKA",AK,"996850144",,53.8724159,-166.5393002,"9075812331","00-04",,,,,,,
"211822","1922004720","BALTIMORE MEDICAL SYSTEM, INC.","1245 EASTERN BOULEVARD","BALTIMORE",MD,"212213422",,39.2908816,-76.610759,"4105584700","00-04",,,,"CD7452",,,
"211816","1902802705","BALTIMORE MEDICAL SYSTEM, INC.","3120 ERDMAN AVE","BALTIMORE",MD,"212131720",,39.32118115,-76.57252925333978,"4105584800","00-04",,,,"CD7452",,,
"231830","1861402067","SOLIS MEMORIAL HEALTH CENTER","6270 W MAIN ST","EAU CLAIRE",MI,"491119480","021",41.98532869620253,-86.30506730379747,"5170000000","00-04","21-01",true,,"0H06000","05",,
"141982","1114005337","BLUE ISLAND MEDICAL CENTER","13000 S MAPLE","BLUE ISLAND",IL,"604062318","031",41.6572753,-87.6801848,"7083856100","00-04","21-01",true,,,"05",,
"231831","1932119153","HOLLAND MIGRANT HEALTH CENTER","285 JAMES ST","HOLLAND",MI,"494241849","139",42.8120402,-86.088328,"6163990200","00-04","21-01",true,,"0H06000","05",,
"231832","1992818835","BANGOR COMMUNITY HEALTH CENTER","308 CHARLES ST","BANGOR",MI,"490131317","159",42.31272618367347,-86.11291865306123,"6164277967","00-04","21-01",true,,,"05",,
"231833","1982614103","MERCY FAMILY MEDICAL CENTER","800 M-139","BENTON HARBOR",MI,"490224843","021",42.129545,-86.447832,"6169275400","00-04","21-01",true,,"0H06000","05",,
"231813","1457361677","PULLMAN HEALTH CENTER","50 INDUSTRIAL PARK DRIVE","PULLMAN",MI,"494509631","159",46.7304268,-117.173895,"6162366330","00-04","21-01",true,,"0H06000","05",,
"551881","1124109202","CLINICAS DE SALUD DEL PUEBLO INC","2133 WINTERHAVEN DRIVE","WINTERHAVEN",CA,"92283",,32.738181421904535,-114.63425513157297,"7605722700","00-04",,,,,,,
"051851","1962599266","CLINICAS DE SALUD DEL PUEBLO, INC.","223 WEST COLE ROAD","CALEXICO",CA,"922319722","025",32.693933537604615,-115.50955973962142,"7603572020","00-04","21-01",true,,,"09",,
"051849","1124115431","BLYTHE HEALTH CLINIC","321 W HOBSON WAY, SUITE #C","BLYTHE",CA,"922251651","065",33.6134767,-114.5937537,"7609224981","00-04","21-01",true,,,"09",,
"051952","1679654750","NILAND HEALTH CENTER","8027 HIGHWAY 111","NILAND",CA,"922570268","025",33.2376852,-115.51355374359427,"7603590110","00-04","21-01",true,,,"09",,
"051591","1487741773","CLINSHARE HOSPICE","20600 NORDHOFF STREET","EL CENTRO",CA,"922438511","037",32.792,-115.563051,"8189092222","00-04","16-01",true,,,"09",,
"051848","1649269747","BRAWLEY DENTAL CLINIC","1166 K ST","BRAWLEY",CA,"922272630","025",32.97304202915087,-115.52278470722135,"7603446471","00-04","21-01",true,,,"09",,
"551836","1023188687","MECCA HEALTH CLINIC","91275 66TH AVE","MECCA",CA,"922656515",,33.56850145,-116.0738248803072,"7603961249","00-04",,,,,,,
"331894","1851305577","HEALTH CENTER ON BROAD STREET","100 BROAD STREET","GLENS FALLS",NY,"128014349","113",43.3056671,-73.654416,"5187455936","00-04","21-01",true,,"52975A","02",,
"421890","1669535225","LITTLE RIVER MEDICAL CENTER HEALTH ACCESS","1075 MR JOE WHITE AVENUE, SUITE 101","MYRTLE BEACH",SC,"295773568","051",33.700185912395966,-78.88676501149014,"8438392049","00-04","21-01",true,,"1879","04",,
"421889","1184783284","LITTLE RIVER MEDICAL CENTER INC","PO BOX 547","MYRTLE BEACH",SC,"295723041","051",33.6956461,-78.8900409,"8436631013","00-04","21-01",true,,"1879","04",,
"141973","1336193861","HEARTLAND COMMUNITY HEALTH CLINIC","1701 W GARDEN ST","PEORIA",IL,"616053531",,40.675977,-89.619602,"3096807600","00-04",,,,,,,
"141975","1396799888","HEARTLAND COMMUNITY HEALTH CLINIC","228 NE JEFFERSON AVE","PEORIA",IL,"616033802",,40.6940204,-89.58818309402194,"3096718000","00-04",,,,,,,
"221852","1518948595","HOLYOKE HEALTH CENTER INC","505 FRONT STREET","CHICOPEE",MA,"010133140",,42.14871685,-72.59756969862315,"4134202222","00-04",,,,,,,
"391909","1336203017","FAMILY FIRST HEALTH CORPORATION","1230 HIGH ST","HANOVER",PA,"173311127",,39.819079505831,-76.99925133124289,"7176329052","00-04",,,,"391909",,,
"061801","1295732048","SUNRISE MONFORT FAMILY CLINIC","2930 11TH AVENUE","EVANS",CO,"806201011","123",40.390333848701594,-104.6968042346186,"9703539403","00-04","21-01",true,"E9418","C2908","08",,
"151827","1255611331","TRAFALGAR FAMILY HEALTH CENTER","14 TRAFALGAR SQUARE","TRAFALGAR",IN,"461819515","081",39.411629981204534,-86.15916917986003,"3178782301","00-04","21-01",true,,,"05",,
"061863","1902005382","LOVELAND COMMUNITY HEALTH CENTER","450 NORTH CLEVELAND AVENUE","LOVELAND",CO,"805376419","069",40.3929599,-105.0745593,"9076694855","00-04","21-01",true,"E9418","C2908","08",,
"331841","1497700736","JOSEPH P. ADDABBO FAMILY HEALTH CENTER, INC.","6200 BEACH CHANNEL DR","ARVERNE",NY,"116921409",,40.592907,-73.795149,"7189457150","00-04",,,"331841",,,,
"151828","1194003657","WINDROSE HEALTH NETWORK-FRANKLIN","55 N MILFORD DRIVE","FRANKLIN",IN,"461317308","081",39.482284781196405,-86.02796709194608,"8125269999","00-04","21-01",true,,,"05",,
"331927","1467708107","JOSEPH P. ADDABBO FAMILY HEALTH CENTER, INC.","11439 SUTPHIN BLVD","JAMAICA",NY,"114341022",,40.699691,-73.8072945,"7189457150","00-04",,,"331927",,,,
"331929","1871848234","JOSEPH P. ADDABBO FAMILY HEALTH CENTER, INC.","6200 BEACH CHANNEL DRIVE","FAR ROCKAWAY",NY,"116913909",,40.6040336,-73.7558526,"7189457150","00-04",,,"331929",,,,
"141900","1295813335","BRANDON FAMILY HEALTH CENTER","8300 S BRANDON","CHICAGO",IL,"606172105","031",41.8755616,-87.6244212,"7737217600","00-04","21-01",true,,,"05",,
"141916","1871671990","DES PLAINES VALLEY HEALTH CENTER","7450 W 63RD STREET","SUMMIT",IL,"605011816","031",41.777231,-87.807772,"7084580757","00-04","21-01",true,,,"05",,
"141920","1366514887","FAMILY HEALTH SOCIETY","165 W 10TH STREET","CHICAGO HEIGHTS",IL,"604112619","031",41.51340322157349,-87.64801431354968,"7087549687","00-04","21-01",true,,,"05",,
"141875","1275605792","GRAND BLVD PLAZA FAMILY HEALTH CENTER","5401 SOUTH WENTWORTH SUITE 10","CHICAGO",IL,"606096300","031",41.7955982,-87.6302911,"3122886900","00-04","21-01",true,,,"05",,
"451100","1326045774","LONE STAR COMMUNITY HEALTH CENTER, INC","605 S CONROE MEDICAL DR","CONROE",TX,"773044722",,30.282149530612244,-95.47339334693878,"9365394004","00-04",,,,,,,
"141902","1760552541","HUMBOLT PARK FAMILY HEALTH CENTER","3347 W NORTH AVE","CHICAGO",IL,"606474940","031",41.909848,-87.7116424,"7734896333","00-04","21-01",true,,,"05",,
"041823","1265476402","BEARDEN HEALTH CENTER","2ND AND SCHOOL STS","BEARDEN",AR,"717200198","103",33.7245526,-92.6157139,"5016873637","00-04","21-01",true,,"57077","06",,
"141874","1205908720","EL CENTRO DESERVICES MEDICOS","3700 WEST 26TH STREET","CHICAGO",IL,"606234036","031",41.8444822,-87.7174079,"3122776589","00-04","21-01",true,,,"05",,
"141876","1134290570","SFHC SOUTHWEST FAMILY HEALTH CENTER","4839 WEST 47TH STREET","CHICAGO",IL,"606382039","031",41.80742835,-87.74480455074576,"3127358355","00-04","21-01",true,,,"05",,
"141873","1528147824","WARREN FAMILY HEALTH CENTER","2409 WEST WARREN BLVD","CHICAGO",IL,"606122115","031",41.88200142487341,-87.68676233088874,"3127334475","00-04","21-01",true,,,"05",,
"061808","1871626267","PLAN DE SALUD DEL VALLE INC","220 E ROGERS RD","LONGMONT",CO,"805016027",,40.1628619,-105.0866145,"3037763250","00-04",,,,"061808",,,
"521816","1932357126","OUTREACH COMMUNITY HEALTH CENTERS INC","210 W CAPITOL DR","MILWAUKEE",WI,"532121123",,43.089809849999995,-87.91226544656776,"4147276321","00-04",,,,,,,
"151829","1467490300","NORTHSHORE HEALTH CENTERS INC","6450 US HIGHWAY 6","PORTAGE",IN,"463685110",,41.5758708,-87.1761455,"2197638112","00-04",,,,,,,
"201843","1811223837","SEBASTICOOK FAMILY DOCTORS DEXTER","29 CHURCH ST","DEXTER",ME,"049301320","019",45.0255083,-69.2884668,"2079245200","00-04","21-01",true,,,"01",,
"391936","1184673790","WELSH MOUNTAIN MEDICAL & DENTAL CENTER","584 SPRINGVILLE RD","NEW HOLLAND",PA,"175579564",,40.1017643,-76.085227,"7173544711","00-04",,,,,,,
"191803","1871523266","OUTPATIENT MEDICAL CENTER, INC.","1640 BREAZEALE SPRINGS ST","NATCHITOCHES",LA,"714574278",,31.7809777,-93.1031911,"3183529299","00-04",,,,,,,
"201842","1063464634","SEBASTICOOK FAMILY DOCTORS NEWPORT","118 MOOSEHEAD TRAIL","NEWPORT",ME,"049534056","019",44.841831,-69.2816957457627,"2073685189","00-04","21-01",true,,,"01",,
"191804","1750311064","OUTPATIENT MEDICAL CENTER, INC.","804 N BEECH ST","TALLULAH",LA,"712823809",,32.40881363542226,-91.1832522770576,"3185741453","00-04",,,,,,,
"331830","1467487637","OPEN DOOR FAMILY MEDICAL CENTER INC","165 MAIN ST","OSSINING",NY,"105624702",,41.1614332,-73.8626624,"9149411263","00-04",,,,,,,
"551957","1376538991","VALLEY HEALTH CENTER AT TULLY","500 TULLY ROAD","SAN JOSE",CA,"951111917","085",37.305537650000005,-121.8504331871989,"4087936576","00-04","21-01",true,,"ZZZ15861Z","09",,
"231892","1396839981","DETROIT HEALTH CARE FOR THE HOMELESS","60 E. WARREN","DETROIT",MI,"482011312",,42.3315509,-83.0466403,"3134166261","00-04",,,,"0N76890",,,
"231893","1871645309","DETROIT HEALTH CARE FOR THE HOMELESS","15400 W MCNICHOLS RD","DETROIT",MI,"482353724",,42.416098,-83.198297,"3134166200","00-04",,,,"0N76890",,,
"381823","1427046903","SISKIYOU COMMUNITY HEALTH CENTER, INC","1701 NW HAWTHORNE AVE","GRANTS PASS",OR,"975261051",,42.458143,-123.327378,"5414713455","00-04",,,"P03006",,,,
"391820","1659325652","GREATER PHILADELPHIA HEALTH ACTION INC","4510 FRANKFORD AVE","PHILADELPHIA",PA,"191243602",,40.014151,-75.08621978571429,"2157441302","00-04",,,,,,,
"391802","1952356867","GREATER PHILADELPHIA HEALTH ACTION INC","5000 WOODLAND AVE","PHILADELPHIA",PA,"191435137",,39.939596800000004,-75.2139443639854,"2157269807","00-04",,,,,,,
"391867","1063466068","GREATER PHILADELPHIA HEALTH ACTION INC","1999 W HUNTING PARK AVE","PHILADELPHIA",PA,"191402828",,40.012781,-75.160859,"2152289300","00-04",,,,,,,
"141871","1447321898","WESTSIDE FAMILY HEALTH CENTER","3606 WEST 16TH STREET","CHICAGO",IL,"606232028","031",41.85914735,-87.71569695944757,"3127622435","00-04","21-01",true,,,"05",,
"191830","1043315286","PRIMARY HEALTH SERVICES CENTER","2913 DESIARD ST","MONROE",LA,"712017207",,32.51940323710908,-92.08767778160511,"3186519914","00-04",,,,,,,
"231894","1568560308","INGHAM COUNTY HEALTH DEPT","5303 S CEDAR","LANSING",MI,"489113800",,42.7337712,-84.5553805,"5178874311","00-04",,,,"0N80630",,,
"311840","1841240561","COMMUNITY HEALTH CENTER OF ASBURY PARK","1301 MAIN ST","ASBURY PARK",NJ,"077125359",,40.225791,-74.009963,"7327746333","00-04",,,,,,,
"311841","1003867250","VISITING NURSE ASSOCIATION OF CENTRAL JERSEY COMMUNITY HEALTH CENTER I","35 BROAD STREET","KEYPORT",NJ,"077351267",,40.4381417,-74.2015749,"7328884149","00-04",,,,,,,
"551958","1285629899","VALLEY HEALTH CENTER MILPITAS","143 N MAIN STREET","MILPITAS",CA,"950354322","085",37.43260565287356,-121.90760761156584,"4089570900","00-04","21-01",true,,,"09",,
"551959","1326033929","VALLEY HEALTH CENTER AT EAST VALLEY","1993 MCKEE ROAD","SAN JOSE",CA,"951161406","085",37.36522445,-121.85253965784739,"4082546310","00-04","21-01",true,,"ZZZ15862Z","09",,
"411835","1609132513","COMPREHENSIVE COMMUNITY ACTION, INC.","191 MACARTHUR BLVD","COVENTRY",RI,"028167244",,41.697548836137614,-71.53900989108219,"4019431981","00-04",,,,"411835",,,
"191836","1265438998","DAVID RAINES COMMUNITY HEALTH CENTER, INC.","128 HOMER RD","MINDEN",LA,"710552732",,32.6216707112685,-93.26524721005656,"3183771545","00-04",,,"5D174",,,,
"191837","1912903964","DAVID RAINES COMMUNITY HEALTH CENTER","1953 EAST MAIN STREET","HAYNESVILLE",LA,"710384907","027",32.9620847,-93.1401647,"3186241995","00-04","21-01",true,"5D174",,"06",,
"151839","1992924633","SHALOM HEALTH CARE CENTER INC","3400 LAFAYETTE RD STE 200","INDIANAPOLIS",IN,"462221543","097",39.7883068,-86.2000106,"1111111112","00-04","21-01",true,,"215870","05",,
"051931","1730169756","SALUD PARA LA GENTE CLINIC","204 EAST BEACH STREET","WATSONVILLE",CA,"950764809",,36.91211970544148,-121.75416781238194,"8317280222","00-04",,,,"051931",,,
"511817","1437227766","RAINELLE MEDICAL CENTER INC","176 MEDICAL CENTER DR","RAINELLE",WV,"259621013",,37.9688103,-80.7671067,"3044386188","00-04",,,,,,,
"111883","1063419422","GEORGIA HIGHLANDS MEDICAL SERVICES,INC","220 OAKSIDE LN","CANTON",GA,"301146413",,34.2367621,-84.4907621,"6788071050","00-04",,,,"GRP1700",,,
"061818","1407843576","VALLEY-WIDE HEALTH SYSTEMS, INC.","186 N HURT ST","CENTER",CO,"811259002",,37.75646675,-106.11054775,"7197542778","00-04",,,,,,,
"061859","1225025703","VALLEY-WIDE HEALTH SYSTEMS, INC.","1012 BELMONT AVENUE","LA JUNTA",CO,"810502101",,37.9816146,-103.5556241,"7193835900","00-04",,,,,,,
"331833","1396711982","HOMETOWN HEALTH CENTERS","1044 STATE ST","SCHENECTADY",NY,"123071508",,42.8013324,-73.9282814,"5183701441","00-04",,,,"53099A",,,
"321895","1427041490","HMS CLIFF/GILA COMMUNITY HEALTH CENTER","415 STATE HIGHWAY 211","GILA",NM,"88038","017",32.9658848,-108.5766473,"5055354384","00-04","21-01",true,"32 1895","400521008","06",,
