SNOMED,ICD
5888003,H169
314024005,H169
314558005,H169
15693561000119100,H169
15693601000119100,H169
15693641000119100,H169
15693721000119100,H169
15693761000119100,H169
30337003,H1701
675351000119100,H1701
15999271000119100,H1701
675341000119102,H1702
15999351000119100,H1702
336501000119105,H1703
342111000119101,H1703
347271000119100,H1703
675331000119106,H1703
15999311000119100,H1703
16350000,H1710
22135003,H1710
246967007,H1710
56530002,H1711
336221000119104,H1713
341831000119108,H1713
347041000119103,H1713
66104007,H17811
72494008,H17812
333881000119109,H17813
339481000119109,H17813
345161000119108,H17813
678821000119108,H17813
678831000119106,H17813
678841000119102,H17813
55713007,H17821
333241000119103,H17821
338851000119105,H17822
333231000119107,H17823
338841000119108,H17823
344611000119101,H17823
344621000119108,H17823
1099031000119100,H17823
314005007,H1789
413921009,H1789
64634000,H179
95726001,H179
193795008,H179
246957002,H179
246958007,H179
246959004,H179
418254004,H179
422947009,H179
424353002,H179
425961009,H179
1144352007,H179
1099041000119100,H179
1099051000119100,H179
74460005,H18009
231913002,H18009
231915009,H18009
231920009,H18009
418541005,H18009
418572009,H18009
419476001,H18009
420805002,H18009
18377001,H18011
354191000119102,H18011
897650003,H18012
354151000119107,H18012
897647001,H18013
897648006,H18013
897649003,H18013
336421000119100,H18013
342031000119105,H18013
347211000119108,H18013
91570002,H18019
231912007,H18019
246927006,H18019
246928001,H18019
419990005,H18019
421735009,H18019
21328003,H18029
231917001,H18029
875001,H18039
43521007,H18039
231918006,H18039
1217638003,H18039
77103006,H18043
344451000119102,H18043
345571000119106,H18043
418402006,H18049
419096002,H18049
267639001,H18051
85430004,H18052
333071000119100,H18053
338681000119102,H18053
678911000119107,H18053
678921000119100,H18053
678931000119102,H18053
422271008,H18059
55031000,H18069
267638009,H18069
231922001,H1812
336241000119105,H1813
341851000119102,H1813
347061000119104,H1813
27194006,H1820
248503005,H1820
373428006,H1820
373429003,H1820
373430008,H1820
15736001000119100,H1820
15736161000119100,H1820
15736081000119100,H1820
15736121000119100,H1820
15736201000119100,H1820
15736281000119100,H1820
15930181000119100,H1820
15930221000119100,H1820
15930261000119100,H1820
49362009,H18211
335671000119106,H18211
341281000119108,H18212
335651000119102,H18213
341261000119104,H18213
346511000119107,H18213
346531000119102,H18213
314497004,H18219
397561005,H18219
866135007,H18219
1217637008,H18219
1794009,H18221
334801000119104,H18223
340401000119105,H18223
345741000119108,H18223
15736241000119100,H18223
27536004,H18239
231921008,H18239
416581009,H18239
373424008,H1830
45382000,H18319
431371001,H18319
446467002,H18319
193821003,H18321
335431000119105,H18323
341041000119107,H18323
346311000119102,H18323
42312000,H18331
335421000119107,H18331
679071000119108,H18331
95738005,H18332
341031000119103,H18332
679061000119102,H18332
193822005,H18339
246965004,H18339
231929005,H1840
419982005,H1840
450921000124103,H18411
15735721000119100,H18412
111522004,H18413
231924000,H18413
347151000119102,H18413
15735801000119100,H18413
58749007,H18419
95740000,H18419
111521006,H18419
419648001,H18419
35055000,H18421
336331000119108,H18423
341941000119108,H18423
347121000119105,H18423
420342002,H18429
88538005,H1843
370505008,H1843
72620002,H18451
75739009,H18452
333661000119101,H18453
339261000119101,H18453
345021000119104,H18453
679171000119109,H18453
679181000119107,H18453
679191000119105,H18453
27971006,H18462
231938007,H18462
246938006,H18463
346521000119100,H18463
679111000119101,H18463
679121000119108,H18463
679131000119106,H18463
679201000119108,H18463
679211000119106,H18463
679221000119104,H18463
679231000119101,H18463
679241000119105,H18463
679251000119107,H18463
89182000,H18469
4040006,H1849
9633006,H1849
231898006,H1849
231926003,H1849
231927007,H1849
231944006,H1849
246937001,H1849
417939004,H1849
418961007,H1849
419051009,H1849
728667671000119000,H18503
5587004,H18509
77797009,H18509
419378004,H18509
35091000119101,H18509
680491000119103,H18513
680501000119105,H18513
680511000119108,H18513
592513751000119000,H18513
193839007,H18519
248510004,H18519
404633004,H18519
416633008,H18519
416960004,H18519
417395001,H18519
417651000,H18519
718579008,H18519
720749004,H18519
722439009,H18519
1137633000,H18519
1674008,H18529
308132000,H18529
373426005,H18529
430888006,H18529
715908008,H18529
724175002,H18529
773577009,H18529
45283008,H18539
397568004,H18539
419039007,H18539
361199007,H18543
790731321000119000,H18543
95488001,H18549
231928002,H18549
231933003,H18549
419197009,H18549
60258001,H18553
544102301000119000,H18553
561258721000119000,H18553
868431021000119000,H18553
232050001,H18559
276436007,H18559
418054005,H18559
418435001,H18559
424169002,H18559
770594005,H18559
342581000119102,H18559
29504002,H18599
39662004,H18599
75663006,H18599
193837009,H18599
231930000,H18599
231931001,H18599
231934009,H18599
246952008,H18599
417065002,H18599
417183007,H18599
419074008,H18599
419395007,H18599
419900000,H18599
422217003,H18599
702359002,H18599
717286002,H18599
719296002,H18599
723582004,H18599
111523009,H18601
348371000119109,H18603
348821000119101,H18603
349321000119104,H18603
65636009,H18609
314758008,H18609
418379004,H18609
193844000,H18611
334561000119100,H18613
340161000119104,H18613
345521000119105,H18613
700281002,H18621
334571000119106,H18621
340171000119105,H18622
334551000119102,H18623
340151000119101,H18623
345511000119103,H18623
345531000119108,H18623
41478008,H1870
99751000119103,H1870
335661000119100,H18713
341271000119105,H18713
14748007,H18719
83110007,H18731
335441000119101,H18733
341051000119109,H18733
346321000119109,H18733
231937002,H18799
413806004,H18799
421063002,H18799
421864009,H18799
373423002,H18819
373433005,H18819
246926002,H18829
246934008,H18829
314499001,H18829
371066008,H18829
392612009,H18829
440027000,H18829
443182008,H18829
39641000119100,H18829
2055003,H18831
679161000119103,H18831
679151000119100,H18832
332741000119104,H18833
338351000119101,H18833
344121000119102,H18833
679141000119102,H18833
50792001,H18839
432041000124106,H18839
421040007,H18891
15736321000119100,H18891
417089009,H18892
15736361000119100,H18892
425512003,H18893
679081000119106,H18893
15735601000119100,H18893
15735641000119100,H18893
15735681000119100,H18893
15736401000119100,H18893
746913791000119000,H18893
796522451000119000,H18893
889967811000119000,H18893
95729008,H18899
95735008,H18899
95736009,H18899
95737000,H18899
231880007,H18899
231916005,H18899
232138009,H18899
246929009,H18899
246930004,H18899
246931000,H18899
246942009,H18899
246943004,H18899
246944005,H18899
246945006,H18899
246947003,H18899
246953003,H18899
246961008,H18899
246962001,H18899
246963006,H18899
246968002,H18899
246971005,H18899
246998009,H18899
248517001,H18899
281005004,H18899
287125006,H18899
301927007,H18899
301928002,H18899
301929005,H18899
301930000,H18899
312428002,H18899
314764001,H18899
314765000,H18899
315298001,H18899
388979002,H18899
392141001,H18899
392315004,H18899
397529006,H18899
413923007,H18899
413949002,H18899
416175008,H18899
416416006,H18899
416764003,H18899
418333009,H18899
419169003,H18899
420556001,H18899
420569002,H18899
420752001,H18899
420987007,H18899
421059009,H18899
421746007,H18899
421973002,H18899
422242007,H18899
422340001,H18899
422558006,H18899
422778001,H18899
425050003,H18899
425540008,H18899
428745004,H18899
713855000,H18899
723499000,H18899
830023006,H18899
133081000119107,H18899
15250008,H189
63725005,H189
427180006,H189
427355004,H189
104521000119108,H189
15999391000119100,H189
15999431000119100,H189
15999471000119100,H189
4927003,H2000
14427009,H2000
29050005,H2000
37565002,H2000
42492000,H2000
64015001,H2000
231947004,H2000
267618008,H2000
419911008,H2000
1144419002,H2000
1208838005,H2000
1216988003,H2000
336531000119103,H2000
336541000119107,H2000
342141000119102,H2000
342151000119100,H2000
347301000119103,H2000
347311000119100,H2000
675361000119103,H2000
675371000119109,H2000
675381000119107,H2000
12630008,H20011
332921000119107,H20013
338531000119102,H20013
344301000119109,H20013
75070005,H20039
193487008,H20039
413716003,H20039
220101000119108,H20039
434391000124109,H20039
46916006,H20049
193488003,H20049
413851004,H20049
35881000119106,H20049
87807004,H20051
334821000119108,H20051
340421000119101,H20052
6869001,H2010
398155003,H2010
416449002,H2010
1197180007,H2010
1217647006,H2010
444248002,H2012
335971000119100,H2013
341581000119106,H2013
15678521000119100,H2013
15678561000119100,H2013
15678601000119100,H2013
70461003,H2020
410494003,H2020
336921000119106,H2020
11226001,H20811
335961000119106,H20811
341571000119108,H20812
335061000119105,H20813
340671000119102,H20813
346791000119105,H20813
346801000119106,H20813
680291000119102,H20813
193497004,H20829
17657000,H209
45688009,H209
65074000,H209
77971008,H209
128473001,H209
267619000,H209
410476009,H209
410477000,H209
410484008,H209
410692006,H209
733317009,H209
15630771000119100,H209
15630811000119100,H209
15630851000119100,H209
15638451000119100,H209
15638491000119100,H209
15638531000119100,H209
15679361000119100,H209
15679401000119100,H209
15991071000119100,H209
15991111000119100,H209
15991151000119100,H209
56125009,H2100
75229002,H2100
231955006,H2100
418106004,H2100
420183005,H2100
303019009,H2101
16229071000119100,H2101
678181000119104,H2102
678191000119101,H211X3
678201000119103,H211X3
678211000119100,H211X3
193501009,H211X9
247038004,H211X9
247039007,H211X9
5425007,H21219
193507008,H21219
193508003,H21229
302894006,H21229
392133001,H21231
2463005,H21239
23798003,H21239
67841000,H21239
193504001,H21239
231948009,H21239
733318004,H21239
25859000,H21249
5743005,H21259
680781000119108,H21263
680791000119106,H21263
680801000119107,H21263
25913001,H21269
35323005,H21269
129623003,H21269
231949001,H21269
371756009,H21269
392481002,H21269
22681004,H21279
231962002,H21279
231963007,H21279
400959007,H21279
29668007,H21301
81796004,H21301
334791000119100,H21303
334811000119101,H21303
340391000119108,H21303
340411000119108,H21303
345731000119104,H21303
345751000119105,H21303
646009,H21309
37761009,H21309
85366002,H21309
400958004,H21309
53866004,H21319
82167006,H21319
83162009,H21329
111511003,H21329
267622003,H21329
267623008,H21329
83558008,H21339
733315001,H21339
1231223005,H21339
336801000119107,H21339
336811000119105,H21339
47269005,H21341
332941000119101,H21343
338551000119108,H21343
344321000119100,H21343
63317005,H21359
28900006,H2140
446466006,H2140
445922006,H2141
678361000119106,H2141
75895005,H2142
678351000119109,H2142
332771000119106,H2143
338381000119108,H2143
344151000119105,H2143
78778007,H21509
762416002,H21509
247034002,H21511
333261000119104,H21513
338871000119101,H21513
344641000119102,H21513
678311000119108,H21513
678321000119101,H21513
678331000119103,H21513
95716008,H21519
70992005,H21529
45953007,H21531
334691000119106,H21531
340291000119103,H21532
410556000,H21539
111512005,H21541
678301000119105,H21541
678291000119109,H21542
332971000119108,H21543
338581000119101,H21543
344351000119108,H21543
678281000119106,H21543
57286009,H21549
247041008,H21549
247043006,H21549
332751000119102,H21553
338361000119104,H21553
344131000119104,H21553
678391000119104,H21561
1869002,H21562
232121005,H21562
232122003,H21562
678381000119102,H21562
15999831000119100,H21562
68633000,H21569
188557000,H21569
225591008,H21569
247012004,H21569
271732006,H21569
366020001,H21569
384675002,H21569
404692007,H21569
733322009,H21569
762417006,H21569
418801006,H2181
420545001,H2181
16000231000119100,H2181
16000271000119100,H2181
232080006,H2182
404630001,H2182
404631002,H2182
15995551000119100,H2182
16000071000119100,H2182
16000111000119100,H2182
16000151000119100,H2182
12603003,H2189
77676001,H2189
95251001,H2189
95705001,H2189
95710002,H2189
95712005,H2189
118166004,H2189
231889008,H2189
231957003,H2189
246986004,H2189
246987008,H2189
246988003,H2189
246991003,H2189
246992005,H2189
246993000,H2189
246995007,H2189
246999001,H2189
247001004,H2189
247002006,H2189
247003001,H2189
247004007,H2189
247005008,H2189
247008005,H2189
247009002,H2189
247027004,H2189
247031005,H2189
247032003,H2189
247035001,H2189
247036000,H2189
247045004,H2189
247047007,H2189
248509009,H2189
248511000,H2189
248512007,H2189
248513002,H2189
251728001,H2189
366029000,H2189
366030005,H2189
366032002,H2189
392137000,H2189
400960002,H2189
400961003,H2189
400964006,H2189
414541004,H2189
416297003,H2189
418022001,H2189
421659008,H2189
423552003,H2189
720460007,H2189
724371004,H2189
762415003,H2189
762418001,H2189
68575007,H219
85478004,H219
95678007,H219
733316000,H219
117831000119104,H219
78875003,H25011
347471000119101,H25013
347531000119100,H25013
347591000119101,H25013
111515007,H25032
678581000119109,H25033
678591000119107,H25033
10999361000119100,H25033
15737641000119100,H25033
15737721000119100,H25033
15737761000119100,H25033
15737801000119100,H25033
15737841000119100,H25033
16477021000119100,H25033
1412008,H25039
5318001,H25042
347561000119108,H25043
1078791000119100,H25043
1078801000119100,H25043
15639481000119100,H25043
15737921000119100,H25043
15737961000119100,H25043
34533008,H25049
52421005,H25092
678671000119105,H25093
678681000119108,H25093
678691000119106,H25093
12195004,H25099
95723009,H25099
445213003,H25099
726404007,H25099
726405008,H25099
314016000,H2510
359766000,H2510
373414000,H2510
77873007,H2511
193589009,H2512
336251000119107,H2513
341861000119100,H2513
347071000119105,H2513
678601000119100,H2513
678611000119102,H2513
678621000119109,H2513
264443002,H2520
217791000119107,H2521
347461000119107,H2523
347521000119103,H2523
347581000119104,H2523
11422002,H25811
347481000119103,H25813
347541000119109,H25813
347601000119108,H25813
10970008,H2589
95724003,H2589
193590000,H2589
315352000,H2589
315353005,H2589
1217651008,H2589
1217652001,H2589
39450006,H259
123614006,H259
10999281000119100,H259
10999321000119100,H259
816120008,H26001
846745007,H26001
15736841000119100,H26001
441622000,H26002
816119002,H26002
846743000,H26002
846744006,H26002
15736801000119100,H26002
95722004,H26003
678491000119108,H26003
678501000119101,H26003
678511000119103,H26003
15738481000119100,H26003
15738521000119100,H26003
15738561000119100,H26003
11442006,H26009
193570009,H26009
226309007,H26009
247054001,H26009
247055000,H26009
247056004,H26009
247057008,H26009
247062009,H26009
247066007,H26009
370950002,H26009
722457005,H26009
840576009,H26009
1186807002,H26009
1220595008,H26009
193577007,H26019
311789006,H26019
446474007,H26019
699520009,H26019
39944005,H26069
331781000119101,H26103
337401000119107,H26103
343191000119102,H26103
95718009,H26109
231967008,H26109
231968003,H26109
784306000,H26109
36561000119109,H26109
43972005,H26119
72180004,H26119
95720007,H26119
866114005,H26119
34361001,H26129
193598007,H26129
8656007,H26139
76309006,H26219
15738161000119100,H26221
193602009,H26222
15738201000119100,H26222
15738241000119100,H26223
15738281000119100,H26223
15738321000119100,H26223
193600001,H26229
1217650009,H26229
1217661001,H26229
67733005,H26239
404647000,H2631
331981000119104,H2631
337601000119109,H2632
193609000,H2633
680531000119103,H2633
247072007,H2640
766834007,H2640
15737281000119100,H2640
15737361000119100,H2640
15737041000119100,H2640
15737081000119100,H2640
15737121000119100,H2640
15737321000119100,H2640
15990031000119100,H2640
15990111000119100,H2640
65720003,H26411
332051000119100,H26413
337661000119105,H26413
343431000119105,H26413
15999871000119100,H26413
51044000,H26491
15737161000119100,H26493
15737201000119100,H26493
15737241000119100,H26493
2951009,H26499
193615000,H26499
231974003,H26499
370891001,H26499
410568009,H26499
38583007,H268
44219007,H268
71044004,H268
110998005,H268
111000003,H268
193576003,H268
193610005,H268
204125003,H268
247059006,H268
247061002,H268
247064005,H268
267626000,H268
314766004,H268
366036004,H268
416071001,H268
699521008,H268
15639281000119100,H268
15639321000119100,H268
15639361000119100,H268
15639401000119100,H268
15639441000119100,H268
110999002,H269
247075009,H269
399305009,H269
420024000,H269
15738361000119100,H269
15738401000119100,H269
15738441000119100,H269
24010005,H2700
231793006,H2700
247067003,H2700
247068008,H2700
247070004,H2700
247071000,H2700
1208877008,H2700
105881000119106,H2700
336381000119109,H2703
341991000119100,H2703
231979008,H2710
679831000119100,H27111
679821000119103,H27112
334391000119104,H27113
339991000119102,H27113
345361000119106,H27113
231977005,H27119
37283009,H27121
336401000119109,H27121
342011000119100,H27122
14169000,H27131
333051000119109,H27131
338661000119106,H27132
424416009,H27139
74339003,H278
81162002,H278
116669003,H278
231975002,H278
247051009,H278
247076005,H278
314486004,H278
366034001,H278
370935006,H278
370936007,H278
370947000,H278
370949002,H278
418436000,H278
419273006,H278
419445007,H278
419881002,H278
870381005,H278
449521000124104,H278
10810001,H279
271570007,H279
15739641000119100,H279
68216000,H28
1979001,H30009
15847003,H30009
359668007,H30009
6313001,H30019
46497009,H30019
193434008,H30019
193436005,H30019
699516005,H30019
373667006,H30029
36535003,H30039
56787009,H30039
193438006,H30039
699755009,H30039
699759003,H30039
699757001,H30043
336911000119104,H30043
345241000119101,H30043
42031001,H30049
313002004,H30049
699515009,H30049
699758006,H30049
699761007,H30049
699763005,H30049
346241000119109,H30103
346251000119106,H30103
27339005,H30109
61922005,H30109
193446007,H30109
231983008,H30109
51579006,H30119
78769001,H30119
193442009,H30119
698883009,H30119
69811008,H30129
193443004,H30129
698882004,H30129
14894002,H30139
193444005,H30139
371099005,H30139
698881006,H30139
89188001,H30141
336511000119108,H30143
342121000119108,H30143
347281000119102,H30143
314428001,H3020
312491004,H30891
312950007,H30891
312951006,H30891
332081000119107,H30893
332811000119106,H30893
333741000119105,H30893
337691000119103,H30893
338421000119104,H30893
339341000119106,H30893
343461000119102,H30893
344191000119100,H30893
345101000119107,H30893
95683004,H30899
95685006,H30899
231981005,H30899
231984002,H30899
231988004,H30899
240458006,H30899
247162007,H30899
312933005,H30899
410472006,H30899
414783007,H30899
414784001,H30899
415657000,H30899
415843000,H30899
421278000,H30899
773991005,H30899
1892002,H3090
16553002,H3090
43363007,H3090
46627006,H3090
247105006,H3090
247106007,H3090
399463004,H3090
410471004,H3090
417405005,H3090
724809006,H3090
866099002,H3090
870199008,H3090
1208829008,H3090
1231227006,H3090
22455005,H3091
333531000119105,H3091
335161000119109,H3091
336041000119101,H3091
336091000119109,H3091
15685801000119100,H3091
339141000119108,H3092
340781000119109,H3092
341651000119103,H3092
341701000119108,H3092
15685841000119100,H3092
344891000119109,H3093
346071000119107,H3093
346871000119101,H3093
15685641000119100,H3093
15685561000119100,H3093
15685601000119100,H3093
15685881000119100,H3093
15992631000119100,H3093
15992671000119100,H3093
15992711000119100,H3093
193459004,H31001
21709007,H31009
35629000,H31009
53854005,H31009
66485003,H31009
1222888000,H31009
18410006,H31011
274178007,H31011
774010000,H31013
1137552000,H31013
1137553005,H31013
1137554004,H31013
15631531000119100,H31013
15710121000119100,H31013
15631611000119100,H31013
15710081000119100,H31013
15710161000119100,H31013
9585003,H31019
16150008,H31019
30537002,H31019
312899005,H31019
1135000,H31021
332041000119102,H31023
337651000119108,H31023
343421000119107,H31023
12411003,H31091
56370005,H31091
193458007,H31091
332961000119102,H31093
333251000119101,H31093
335381000119103,H31093
338571000119104,H31093
338861000119107,H31093
340991000119109,H31093
344341000119106,H31093
344631000119106,H31093
346261000119108,H31093
7366009,H31099
39501002,H31099
232029005,H31099
36524008,H31109
41250005,H31109
247149008,H31109
247177004,H31109
247199007,H31109
247200005,H31109
406446000,H31109
420535003,H31109
720850008,H31109
723450004,H31109
724384008,H31109
38513001,H31113
347261000119106,H31113
193463006,H31129
74469006,H3120
312918002,H3120
75241009,H3121
232329002,H3121
717761005,H3121
346911000119103,H3121
15989831000119100,H3121
19871000,H3122
24950005,H3122
193468002,H3122
231996009,H3122
314467007,H3123
410053003,H3123
59753003,H3129
92820007,H3129
193466003,H3129
231997000,H3129
312927001,H3129
719266007,H3129
2532009,H31309
193474002,H31309
419596007,H31309
11623000,H31311
335201000119104,H31311
340811000119106,H31312
122003,H31319
336051000119104,H31321
341661000119101,H31322
231999002,H31329
285652003,H31329
27871007,H31409
247198004,H31409
19031009,H31411
334901000119109,H31411
336061000119102,H31411
340511000119109,H31412
341671000119107,H31412
78584008,H31421
336071000119108,H31421
341681000119105,H31422
332111000119102,H31423
337721000119107,H31423
343491000119109,H31423
346901000119101,H31423
232000008,H31429
278805002,H31429
778049009,H31429
95684005,H318
95687003,H318
247189002,H318
247190006,H318
247191005,H318
247192003,H318
247194002,H318
247196000,H318
247197009,H318
313001006,H318
314269007,H318
422001004,H318
1162974001,H318
342311000119103,H318
15997671000119100,H318
15997191000119100,H318
15997271000119100,H318
15997431000119100,H318
15997591000119100,H318
15997631000119100,H318
128468007,H319
302893000,H319
332521000119102,H33001
677431000119105,H33001
338131000119105,H33002
19620000,H33009
232008001,H33009
232009009,H33009
247172005,H33009
773727009,H33009
3598000,H33019
193319001,H33019
712506009,H33019
4178006,H33029
56202001,H33029
193320007,H33029
302890002,H33029
712507000,H33029
232004004,H33031
785884003,H33031
785885002,H33032
335021000119100,H33033
340631000119100,H33033
345941000119106,H33033
38579007,H33049
193322004,H33049
232003005,H33049
247171003,H33049
712508005,H33049
331111000119108,H33051
193326001,H33053
331831000119109,H33053
337451000119106,H33053
15734081000119100,H33053
193323009,H33059
44268007,H33109
723023003,H33109
336851000119106,H33119
52357004,H33129
336791000119106,H33129
28157000,H33191
65545003,H33191
67638006,H33191
332341000119100,H33191
15734921000119100,H33191
83405000,H33192
337951000119101,H33192
15735001000119100,H33192
343721000119103,H33193
15733241000119100,H33193
15733321000119100,H33193
15733001000119100,H33193
15733041000119100,H33193
15733081000119100,H33193
15733281000119100,H33193
56039006,H33199
193329008,H33199
247174006,H33199
247176008,H33199
247181004,H33199
15733121000119100,H33199
15733161000119100,H33199
15733201000119100,H33199
15733441000119100,H33199
42059000,H3320
42376006,H3320
51987004,H3320
420030000,H3320
703542000,H3320
788948008,H3320
52002008,H3321
15633171000119100,H3321
15734161000119100,H3321
15734401000119100,H3321
15734681000119100,H3321
193324003,H3322
713345005,H3322
31181000119100,H3322
31191000119102,H3322
677421000119107,H3322
15734121000119100,H3322
15734641000119100,H3322
15633201000119100,H3322
15734321000119100,H3322
332101000119100,H3323
337711000119100,H3323
343481000119106,H3323
15633241000119100,H3323
15733601000119100,H3323
15733641000119100,H3323
15733681000119100,H3323
15734361000119100,H3323
15734521000119100,H3323
15734561000119100,H3323
15681000119102,H33301
15734801000119100,H33303
15734841000119100,H33303
15734881000119100,H33303
40024006,H33309
50975002,H33309
95690009,H33309
232005003,H33309
247167001,H33309
247169003,H33309
302889006,H33309
677581000119105,H33311
193341001,H33312
677571000119107,H33312
247168006,H33319
302888003,H33322
677531000119109,H33323
677541000119100,H33323
677551000119103,H33323
51226000,H33329
66629002,H33331
333751000119107,H33333
339351000119108,H33333
345111000119105,H33333
193338005,H33339
193342008,H33339
7219007,H3340
34711008,H3340
232010004,H3340
232011000,H3340
232012007,H3340
331811000119104,H3343
337431000119100,H3343
343221000119108,H3343
193325002,H338
193327005,H338
232015009,H338
247165009,H338
314494006,H338
87224000,H3401
331801000119102,H3401
337421000119103,H3402
26214006,H3410
232035005,H3410
733325006,H3410
38742007,H3411
336191000119105,H3413
341801000119101,H3413
347011000119102,H3413
776009,H34211
333281000119108,H34211
338891000119100,H34212
429397000,H34219
232036006,H34231
16279401000119100,H34231
50821009,H34232
16279441000119100,H34232
677771000119102,H34233
677781000119104,H34233
677791000119101,H34233
232037002,H34239
332451000119109,H348111
786054003,H348112
338061000119101,H348121
65593009,H348122
786055002,H348122
16711231000119100,H348130
15639231000119100,H348130
16711191000119100,H348130
16711271000119100,H348130
343831000119107,H348131
16711111000119100,H348131
16711031000119100,H348131
16711071000119100,H348131
677821000119109,H348132
677831000119107,H348132
680941000119100,H348132
232039004,H348190
232042005,H348190
232045007,H348190
68478007,H348191
232038007,H348191
232040002,H348191
232041003,H348191
232043000,H348191
232044006,H348191
28578008,H348192
46085004,H348192
51995000,H348192
251732007,H348192
312913006,H348192
312997008,H348192
312998003,H348192
1217645003,H348192
1217667002,H348192
1217678005,H348192
1217680004,H348192
193379006,H34829
301175001,H34829
786050007,H348312
786049007,H348322
232048009,H348330
16711351000119100,H348330
16711391000119100,H348330
16711431000119100,H348330
16711551000119100,H348331
16711591000119100,H348331
16711631000119100,H348331
314000002,H348332
24596005,H348391
232046008,H348391
247121001,H348392
903008,H349
26468004,H349
64959007,H349
73757007,H349
76975009,H349
246682000,H349
313000007,H349
314003000,H349
314436005,H349
404667009,H349
404668004,H349
404669007,H349
404670008,H349
418918009,H349
724002003,H349
677801000119100,H349
677811000119102,H349
680841000119109,H349
57534004,H3500
292396000,H3500
292399007,H3500
292745000,H3500
292854006,H3500
292858009,H3500
312929003,H3500
312958000,H3500
312959008,H3500
312960003,H3500
312962006,H3500
716717005,H3500
770404004,H3500
783787000,H3500
133361000119101,H3500
450641000124101,H3500
15735401000119100,H3500
15735201000119100,H3500
15735281000119100,H3500
15735321000119100,H3500
15735361000119100,H3500
15921411000119100,H3500
27838008,H35019
52539004,H35019
75141003,H35019
247111009,H35019
247112002,H35019
247113007,H35019
271728000,H35019
366043005,H35019
713418005,H35019
360455002,H35029
6962006,H35031
334831000119106,H35033
340441000119107,H35033
345771000119101,H35033
247124009,H35041
677591000119108,H35043
677601000119101,H35043
677611000119103,H35043
15710881000119100,H35043
15710921000119100,H35043
15710961000119100,H35043
61267008,H35059
75971007,H35059
232071006,H35059
247100001,H35059
314265001,H35059
314266000,H35059
314267009,H35059
314268004,H35059
792908009,H35059
1231255005,H35059
1231273008,H35059
1222546002,H35062
332421000119101,H35063
338031000119109,H35063
343801000119100,H35063
677711000119105,H35063
677721000119103,H35063
677731000119100,H35063
7089008,H35069
11255009,H35069
54122009,H35069
76805007,H35069
77628002,H35069
86191000,H35069
414297000,H35069
416703007,H35069
417019000,H35069
417303004,H35069
417544004,H35069
783090002,H35069
1231240001,H35069
332431000119103,H35073
338041000119100,H35073
343811000119102,H35073
8214000,H35079
84884003,H35079
232024000,H35079
312914000,H35079
314019007,H35079
733326007,H35079
773992003,H35079
773993008,H35079
823016000,H35079
1156246002,H35079
52593001,H3509
247114001,H3509
247117008,H3509
247119006,H3509
247120000,H3509
247123003,H3509
247125005,H3509
247135004,H3509
247136003,H3509
247137007,H3509
247210001,H3509
247212009,H3509
247213004,H3509
366045003,H3509
413747009,H3509
420515004,H3509
428674000,H3509
460885001,H3509
1231183003,H3509
415297005,H35109
124111000119102,H35119
408847006,H35121
332391000119108,H35123
338001000119102,H35123
343771000119102,H35123
408848001,H35131
332381000119105,H35133
337991000119106,H35133
343761000119108,H35133
408849009,H35141
332371000119107,H35143
337981000119108,H35143
343751000119106,H35143
408850009,H35151
332411000119108,H35151
338021000119106,H35152
332361000119101,H35153
337971000119105,H35153
343741000119109,H35153
343791000119101,H35153
408851008,H35169
232017001,H3520
232018006,H3520
430801000124103,H3520
232016005,H3521
348021000119105,H3521
15735081000119100,H3521
348461000119108,H3522
15735121000119100,H3522
677741000119109,H3523
247147005,H3530
267718000,H3530
422338006,H3530
719297006,H3530
737273002,H3530
788913001,H3530
788967007,H3530
1208895006,H3530
346341000119103,H3530
16320831000119100,H3530
16320791000119100,H3530
16320871000119100,H3530
12239181000119100,H353110
15632931000119100,H353130
15632971000119100,H353130
15633011000119100,H353130
414173003,H353210
414875008,H353220
12239141000119100,H353220
15633051000119100,H353230
15633091000119100,H353230
15633131000119100,H353230
1208890001,H353290
86103006,H3533
336081000119106,H3533
341691000119108,H3533
15989911000119100,H3533
15989951000119100,H3533
15989991000119100,H3533
677941000119107,H35341
1079004,H35342
312902008,H35342
443437004,H35342
677891000119106,H35342
677851000119101,H35343
677861000119104,H35343
677871000119105,H35343
677881000119108,H35343
677901000119105,H35343
677911000119108,H35343
677921000119101,H35343
677931000119103,H35343
677951000119109,H35343
677961000119106,H35343
677971000119100,H35343
677981000119102,H35343
232006002,H35349
267612009,H35349
312701008,H35349
312702001,H35349
312703006,H35349
312704000,H35349
367649002,H35349
735922000,H35349
391000119105,H35349
14046000,H35351
335531000119109,H35353
341141000119106,H35353
346401000119108,H35353
247154004,H35361
334021000119104,H35363
339621000119108,H35363
345261000119102,H35363
193411004,H35369
247153005,H35369
264633009,H35369
312926005,H35369
314427006,H35369
420272005,H35369
420501001,H35369
420779002,H35369
789048003,H35369
333971000119101,H35373
339571000119105,H35373
345211000119100,H35373
44115007,H35381
331821000119106,H35383
337441000119109,H35383
1208932005,H35389
343231000119106,H35389
61536007,H3540
247179001,H3540
15733361000119100,H3540
15733401000119100,H3540
3577000,H35411
332481000119102,H35413
338091000119108,H35413
343861000119104,H35413
232001007,H35419
37075008,H35423
343841000119103,H35423
69134001,H35431
332441000119107,H35433
338051000119103,H35433
343821000119109,H35433
54184008,H35443
347251000119109,H35443
